Item	Page_Lines	Para	Text	Keywords
2490	387.14 - 387.15	[SEC. 13401.(g)(1)] (g)(5)(A)	shall not be includible in the gross income of the taxpayer, and	includible, gross, income, taxpayer
2491	387.16 - 387.17	[SEC. 13401.(g)(1)] (g)(5)(B)	with respect to the dealer, shall not be deductible under this title.	respect, dealer, deductible
2492	387.18 - 387.20	[SEC. 13401.(g)(1)] (g)(6)	APPLICATION OF CERTAIN OTHER REQUIREMENTS. In the case of any election under paragraph (1)  with respect to any vehicle	application, certain, requirements, case, election
2494	387.21 - 388.2	[SEC. 13401.(g)(1)] (g)(6)(A)	the requirements of paragraphs (1) and (2) of subsection (f) shall apply to the taxpayer who acquired the vehicle in the same manner as if the credit determined under this section with respect to such vehicle were allowed to such taxpayer,	requirements, paragraphs, subsection, apply, taxpayer, acquired, vehicle, manner, credit, determined, respect, allowed
2495	388.3 - 388.4	[SEC. 13401.(g)(1)] (g)(6)(B)	paragraph (6) of such subsection shall not apply, and	subsection, apply
2496	388.5 - 388.9	[SEC. 13401.(g)(1)] (g)(6)(C)	the requirement of paragraph (9) of such subsection (f) shall be treated as satisfied if the eligible entity provides the vehicle identification number of such vehicle to the Secretary in such manner as the Secretary may provide.	requirement, subsection, treated, satisfied, eligible, entity, vehicle, identification, number, secretary, manner
2497	388.10 - 388.11	[SEC. 13401.(g)(1)] (g)(7)	ADVANCE PAYMENT TO REGISTERED DEALERS.	advance, payment, registered, dealers
2498	388.12 - 388.18	[SEC. 13401.(g)(1)] (g)(7)(A)	IN GENERAL. The Secretary shall establish a program to make advance payments to any eligible entity in an amount equal to the cumulative amount of the credits allowed under subsection (a) with respect to any vehicles sold by such entity for which an election described in paragraph (1) has been made.	secretary, establish, program, advance, payments, eligible, entity, amount, equal, cumulative, credits, allowed, subsection, respect, vehicles, sold, election, described
2499	388.19 - 388.21	[SEC. 13401.(g)(1)] (g)(7)(B)	EXCESSIVE PAYMENTS. Rules similar to the rules of section 6417(d)(6) shall apply for purposes of this paragraph.	excessive, payments, rules, apply, purposes
2500	388.22 - 389.2	[SEC. 13401.(g)(1)] (g)(7)(C)	TREATMENT OF ADVANCE PAYMENTS. For purposes of section 1324 of title 31, United States Code, the payments under subparagraph (A) shall be treated in the same manner as a refund due from a credit provision referred to in subsection (b)(2) of such section.	treatment, advance, payments, purposes, united, states, code, subparagraph, treated, manner, refund, credit, provision, referred, subsection
2501	389.3 - 389.10	[SEC. 13401.(g)(1)] (g)(8)	DEALER. For purposes of this subsection, the term ‘dealer’ means a person licensed by a State, the District of Columbia, the Commonwealth of Puerto Rico, any other territory or possession of the United States, an Indian tribal government, or any Alaska Native Corporation (as defined in section 3 of the Alaska Native Claims Settlement Act (43 U.S.C. 1602(m)) to engage in the sale of vehicles.	dealer, purposes, subsection, term, licensed, state, district, columbia, commonwealth, puerto, rico, territory, possession, united, states, indian, tribal, government, alaska, native, corporation, defined, claims, settlement, act, u.s.c, engage, sale, vehicles
2502	389.11 - 389.20	[SEC. 13401.(g)(1)] (g)(9)	INDIAN TRIBAL GOVERNMENT. For purposes of this subsection, the term ‘Indian tribal government’ means the recognized governing body of any Indian or Alaska Native tribe, band, nation, pueblo, village, community, component band, or component reservation, individually identified (including parenthetically) in the list published most recently as of the date of enactment of this subsection pursuant to section 104 of the Federally Recognized Indian Tribe List Act of 1994 (25 U.S.C. 5131).	indian, tribal, government, purposes, subsection, term, recognized, governing, alaska, native, tribe, band, nation, pueblo, village, community, component, reservation, individually, identified, parenthetically, published, recently, enactment, pursuant, federally, act, u.s.c
2503	389.21 - 390.6	[SEC. 13401.(g)(1)] (g)(10)	RECAPTURE. In the case of any taxpayer who has made an election described in paragraph (1) with respect to a new clean vehicle and received a payment described in paragraph (2)(C) from an eligible entity, if the credit under subsection (a) would otherwise (but for this subsection) not be allowable to such taxpayer pursuant to the application of subsection (f)(10), the tax imposed on such taxpayer under this chapter for the taxable year in which such vehicle was placed in service shall be increased by the amount of the payment received by such taxpayer.’’.	recapture, case, taxpayer, election, described, respect, new, clean, vehicle, payment, eligible, entity, credit, subsection, otherwise, allowable, pursuant, application, tax, imposed, taxable, placed, service, increased, amount
2504	390.7 - 390.9	SEC. 13401.(g)(2)	CONFORMING AMENDMENTS. Section 30D, as amended by the preceding provisions of this section, is amended	conforming, amendments, 30d, amended, preceding, provisions
2505	390.10 - 390.11	SEC. 13401.(g)(2)(A)	in subsection (d)(1)(H) of such section	subsection
2506	390.12 - 390.13	SEC. 13401.(g)(2)(A)(i)	in clause (iv), by striking ‘‘and’’ at the end,	clause, iv, striking
2507	390.14 - 390.15	SEC. 13401.(g)(2)(A)(ii)	in clause (v), by striking the period at the end and inserting ‘‘, and’’, and	clause, striking, period, inserting
2508	390.16 - 390.17	SEC. 13401.(g)(2)(A)(iii)	by adding at the end the following:	adding
2509	390.18 - 390.22	[SEC. 13401.(g)(2)(A)(iii)] (vi)	in the case of a taxpayer who makes an election under subsection (g)(1), any amount described in subsection (g)(2)(C) which has been provided to such taxpayer.’’, and	case, taxpayer, election, subsection, amount, described
2511	390.23 - 390.23	SEC. 13401.(g)(2)(B)	in subsection (f)	subsection
2512	390.24 - 390.24	SEC. 13401.(g)(2)(B)(i)	by striking paragraph (3), and	striking
2513	391.1 - 391.4	SEC. 13401.(g)(2)(B)(ii)	in paragraph (8), by inserting ‘‘, including any vehicle with respect to which the taxpayer elects the application of subsection (g)’’ before the period at the end.	inserting, vehicle, respect, taxpayer, elects, application, subsection, period
2514	391.5 - 391.6	SEC. 13401.(h)	TERMINATION. Section 30D is amended by adding at the end the following:	termination, 30d, amended, adding
2515	391.7 - 391.9	[SEC. 13401.(h)] (h)	TERMINATION. No credit shall be allowed under this section with respect to any vehicle placed in service after December 31, 2032.’’.	termination, credit, allowed, respect, vehicle, placed, service, december
2516	391.10 - 391.10	SEC. 13401.(i)	ADDITIONAL CONFORMING AMENDMENTS.	conforming, amendments
2517	391.11 - 391.14	SEC. 13401.(i)(1)	The heading of section 30D is amended by striking ‘‘NEW QUALIFIED PLUG-IN ELECTRIC DRIVE MOTOR VEHICLES’’ and inserting ‘‘CLEAN VEHICLE CREDIT’’.	heading, 30d, amended, striking, new, qualified, plug, electric, motor, vehicles, inserting, clean, vehicle, credit
2518	391.15 - 391.15	SEC. 13401.(i)(2)	Section 30B is amended	30b, amended
2519	391.16 - 391.20	SEC. 13401.(i)(2)(A)	in subsection (h)(8), by striking ‘‘, except that no benefit shall be recaptured if such property ceases to be eligible for such credit by reason of conversion to a qualified plug-in electric drive motor vehicle’’, and	subsection, striking, except, benefit, recaptured, property, ceases, eligible, credit, reason, conversion, qualified, plug, electric, motor, vehicle
2520	391.21 - 391.21	SEC. 13401.(i)(2)(B)	by striking subsection (i).	striking, subsection
2521	391.22 - 391.24	SEC. 13401.(i)(3)	Section 38(b)(30) is amended by striking ‘‘qualified plug-in electric drive motor’’ and inserting ‘‘clean’’.	amended, striking, qualified, plug, electric, motor, inserting, clean
2522	392.1 - 392.2	SEC. 13401.(i)(4)	Section 6213(g)(2), as amended by the preceding provisions of this Act, is amended	amended, preceding, provisions, act
2523	392.3 - 392.4	SEC. 13401.(i)(4)(A)	in subparagraph (R), by striking ‘‘and’’ at the end,	subparagraph, striking
2524	392.5 - 392.6	SEC. 13401.(i)(4)(B)	in subparagraph (S), by striking the period at the end and inserting ‘‘, and’’, and	subparagraph, striking, period, inserting
2525	392.7 - 392.8	SEC. 13401.(i)(4)(C)	by inserting after subparagraph (S) the following:	inserting, subparagraph
2526	392.9 - 392.12	[SEC. 13401.(i)(4)(C)] (T)	an omission of a correct vehicle identification number required under section 30D(f)(9) (relating to credit for new clean vehicles) to be included on a return.’’.	omission, correct, vehicle, identification, number, required, 30d, relating, credit, new, clean, vehicles, included, return
2527	392.13 - 392.14	SEC. 13401.(i)(5)	Section 6501(m) is amended by striking ‘‘30D(e)(4)’’ and inserting ‘‘30D(f)(6)’’.	amended, striking, 30d, inserting
2528	392.15 - 392.18	SEC. 13401.(i)(6)	The table of sections for subpart B of part IV of subchapter A of chapter 1 is amended by striking the item relating to section 30D and inserting after the item relating to section 30C the following item:	table, sections, subpart, iv, amended, striking, relating, 30d, inserting, 30c
2529	392.19 - 392.25	SEC. 13401.(j)	GROSS-UP OF DIRECT SPENDING. Beginning in fiscal year 2023 and each fiscal year thereafter, the portion of any credit allowed to an eligible entity (as defined in section 30D(g)(2) of the Internal Revenue Code of 1986) pursuant to an election made under section 30D(g) of the Internal Revenue Code of 1986 that is direct spending shall be increased by 6.0445 percent.	gross, direct, spending, beginning, fiscal, thereafter, portion, credit, allowed, eligible, entity, defined, 30d, internal, revenue, code, pursuant, election, increased
2530	393.1 - 393.1	SEC. 13401.(k)	EFFECTIVE DATES.	effective, dates
2531	393.2 - 393.5	SEC. 13401.(k)(1)	IN GENERAL. Except as provided in paragraphs (2), (3), (4), and (5), the amendments made by this section shall apply to vehicles placed in service after December 31, 2022.	except, paragraphs, amendments, apply, vehicles, placed, service, december
2532	393.6 - 393.8	SEC. 13401.(k)(2)	FINAL ASSEMBLY. The amendments made by subsection (b) shall apply to vehicles sold after the date of enactment of this Act.	final, assembly, amendments, subsection, apply, vehicles, sold, enactment, act
2533	393.9 - 393.16	SEC. 13401.(k)(3)	PER VEHICLE DOLLAR LIMITATION AND RELATED REQUIREMENTS. The amendments made by subsections (a) and (e) shall apply to vehicles placed in service after the date on which the proposed guidance described in paragraph (3)(B) of section 30D(e) of the Internal Revenue Code of 1986 (as added by subsection (e)) is issued by the Secretary of the Treasury (or the Secretary’s delegate).	vehicle, dollar, limitation, related, requirements, amendments, subsections, apply, vehicles, placed, service, proposed, guidance, described, 30d, internal, revenue, code, subsection, issued, secretary, treasury, secretary’s, delegate
2534	393.17 - 393.19	SEC. 13401.(k)(4)	TRANSFER OF CREDIT. The amendments made by subsection (g) shall apply to vehicles placed in service after December 31, 2023.	transfer, credit, amendments, subsection, apply, vehicles, placed, service, december
2535	393.20 - 393.22	SEC. 13401.(k)(5)	ELIMINATION OF MANUFACTURER LIMITATION. The amendment made by subsection (d) shall apply to vehicles sold after December 31, 2022.	elimination, manufacturer, limitation, amendment, subsection, apply, vehicles, sold, december
2536	393.23 - 393.25	SEC. 13401.(l)	TRANSITION RULE. Solely for purposes of the application of section 30D of the Internal Revenue Code of 1986, in the case of a taxpayer that	transition, rule, solely, purposes, application, 30d, internal, revenue, code, case, taxpayer
2537	394.1 - 394.7	SEC. 13401.(l)(1)	after December 31, 2021, and before the date of enactment of this Act, purchased, or entered into a written binding contract to purchase, a new qualified plug-in electric drive motor vehicle (as defined in section 30D(d)(1) of the Internal Revenue Code of 1986, as in effect on the day before the date of enactment of this Act), and	december, enactment, act, purchased, entered, binding, contract, purchase, new, qualified, plug, electric, motor, vehicle, defined, 30d, internal, revenue, code, effect
2538	394.8 - 394.14	SEC. 13401.(l)(2)	placed such vehicle in service on or after the date of enactment of this Act, such taxpayer may elect (at such time, and in such form and manner, as the Secretary of the Treasury, or the Secretary’s delegate, may prescribe) to treat such vehicle as having been placed in service on the day before the date of enactment of this Act.	placed, vehicle, service, enactment, act, taxpayer, elect, form, manner, secretary, treasury, secretary’s, delegate, prescribe, treat
2539	394.15 - 394.16	TITLE I Subtitle D PART 4 SEC. 13402.	CREDIT FOR PREVIOUSLY-OWNED CLEAN VEHICLES.	credit, previously, owned, clean, vehicles
2540	394.17 - 394.19	SEC. 13402.(a)	IN GENERAL. Subpart A of part IV of subchapter A of chapter 1 is amended by inserting after section 25D the following new section:	subpart, iv, amended, inserting, 25d, new
2541	394.20 - 394.20	[SEC. 13402.(a)] SEC. 25E.	PREVIOUSLY-OWNED CLEAN VEHICLES.	previously, owned, clean, vehicles
2542	394.21 - 394.25	[SEC. 13402.(a)] SEC. 25E.(a)	ALLOWANCE OF CREDIT. In the case of a qualified buyer who during a taxable year places in service a previously-owned clean vehicle, there shall be allowed as a credit against the tax imposed by this chapter for the taxable year an amount equal to the lesser of	allowance, credit, case, qualified, buyer, taxable, places, service, previously, owned, clean, vehicle, allowed, tax, imposed, amount, equal, lesser
2543	395.1 - 395.1	[SEC. 13402.(a)] SEC. 25E.(a)(1)	$4,000, or	4,000
2544	395.2 - 395.3	[SEC. 13402.(a)] SEC. 25E.(a)(2)	the amount equal to 30 percent of the sale price with respect to such vehicle.	amount, equal, sale, price, respect, vehicle
2545	395.4 - 395.5	[SEC. 13402.(a)] SEC. 25E.(b)	LIMITATION BASED ON MODIFIED ADJUSTED GROSS INCOME.	limitation, modified, adjusted, gross, income
2546	395.6 - 395.7	[SEC. 13402.(a)] SEC. 25E.(b)(1)	IN GENERAL. No credit shall be allowed under subsection (a) for any taxable year if	credit, allowed, subsection, taxable
2547	395.8 - 395.8	[SEC. 13402.(a)] SEC. 25E.(b)(1)(A)	the lesser of	lesser
2548	395.9 - 395.10	[SEC. 13402.(a)] SEC. 25E.(b)(1)(A)(i)	the modified adjusted gross income of the taxpayer for such taxable year, or	modified, adjusted, gross, income, taxpayer, taxable
2549	395.11 - 395.13	[SEC. 13402.(a)] SEC. 25E.(b)(1)(A)(ii)	the modified adjusted gross income of the taxpayer for the preceding taxable year, exceeds	modified, adjusted, gross, income, taxpayer, preceding, taxable, exceeds
2550	395.14 - 395.14	[SEC. 13402.(a)] SEC. 25E.(b)(1)(B)	the threshold amount.	threshold, amount
2551	395.15 - 395.16	[SEC. 13402.(a)] SEC. 25E.(b)(2)	THRESHOLD AMOUNT. For purposes of paragraph (1)(B), the threshold amount shall be	threshold, amount, purposes
2552	395.17 - 395.19	[SEC. 13402.(a)] SEC. 25E.(b)(2)(A)	in the case of a joint return or a surviving spouse (as defined in section 2(a)), $150,000,	case, joint, return, surviving, spouse, defined, 150,000
2553	395.20 - 395.21	[SEC. 13402.(a)] SEC. 25E.(b)(2)(B)	in the case of a head of household (as defined in section 2(b)), $112,500, and	case, household, defined, 112,500
2554	395.22 - 395.23	[SEC. 13402.(a)] SEC. 25E.(b)(2)(C)	in the case of a taxpayer not described in subparagraph (A) or (B), $75,000.	case, taxpayer, described, subparagraph, 75,000
2555	395.24 - 396.3	[SEC. 13402.(a)] SEC. 25E.(b)(3)	MODIFIED ADJUSTED GROSS INCOME. For purposes of this subsection, the term ‘modified adjusted gross income’ means adjusted gross income increased by any amount excluded from gross income under section 911, 931, or 933.	modified, adjusted, gross, income, purposes, subsection, term, increased, amount, excluded
2556	396.4 - 396.4	[SEC. 13402.(a)] SEC. 25E.(c)	DEFINITIONS. For purposes of this section	definitions, purposes
2557	396.5 - 396.7	[SEC. 13402.(a)] SEC. 25E.(c)(1)	PREVIOUSLY-OWNED CLEAN VEHICLE. The term ‘previously-owned clean vehicle’ means, with respect to a taxpayer, a motor vehicle	previously, owned, clean, vehicle, term, respect, taxpayer, motor
2558	396.8 - 396.10	[SEC. 13402.(a)] SEC. 25E.(c)(1)(A)	the model year of which is at least 2 years earlier than the calendar year in which the taxpayer acquires such vehicle,	model, years, earlier, calendar, taxpayer, acquires, vehicle
2559	396.11 - 396.12	[SEC. 13402.(a)] SEC. 25E.(c)(1)(B)	the original use of which commences with a person other than the taxpayer,	original, commences, taxpayer
2560	396.13 - 396.14	[SEC. 13402.(a)] SEC. 25E.(c)(1)(C)	which is acquired by the taxpayer in a qualified sale, and	acquired, taxpayer, qualified, sale
2561	396.15 - 396.15	[SEC. 13402.(a)] SEC. 25E.(c)(1)(D)	which	
2562	396.16 - 396.19	[SEC. 13402.(a)] SEC. 25E.(c)(1)(D)(i)	meets the requirements of subparagraphs (C), (D), (E), (F), and (H) (except for clause (iv) thereof) of section 30D(d)(1), or	meets, requirements, subparagraphs, except, clause, iv, thereof, 30d
2563	396.20 - 396.20	[SEC. 13402.(a)] SEC. 25E.(c)(1)(D)(ii)	is a motor vehicle which	motor, vehicle
2564	396.21 - 396.23	[SEC. 13402.(a)] SEC. 25E.(c)(1)(D)(ii)(I)	satisfies the requirements under subparagraphs (A) and (B) of section 30B(b)(3), and	satisfies, requirements, subparagraphs, 30b
2565	396.24 - 396.25	[SEC. 13402.(a)] SEC. 25E.(c)(1)(D)(ii)(II)	has a gross vehicle weight rating of less than 14,000 pounds.	gross, vehicle, weight, rating, 14,000, pounds
2566	397.1 - 397.2	[SEC. 13402.(a)] SEC. 25E.(c)(2)	QUALIFIED SALE. The term ‘qualified sale’ means a sale of a motor vehicle	qualified, sale, term, motor, vehicle
2567	397.3 - 397.4	[SEC. 13402.(a)] SEC. 25E.(c)(2)(A)	by a dealer (as defined in section 30D(g)(8)),	dealer, defined, 30d
2568	397.5 - 397.6	[SEC. 13402.(a)] SEC. 25E.(c)(2)(B)	for a sale price which does not exceed $25,000, and	sale, price, exceed, 25,000
2569	397.7 - 397.10	[SEC. 13402.(a)] SEC. 25E.(c)(2)(C)	which is the first transfer since the date of the enactment of this section to a qualified buyer other than the person with whom the original use of such vehicle commenced.	transfer, enactment, qualified, buyer, whom, original, vehicle, commenced
2570	397.11 - 397.13	[SEC. 13402.(a)] SEC. 25E.(c)(3)	QUALIFIED BUYER. The term ‘qualified buyer’ means, with respect to a sale of a motor vehicle, a taxpayer	qualified, buyer, term, respect, sale, motor, vehicle, taxpayer
2571	397.14 - 397.14	[SEC. 13402.(a)] SEC. 25E.(c)(3)(A)	who is an individual,	individual
2572	397.15 - 397.16	[SEC. 13402.(a)] SEC. 25E.(c)(3)(B)	who purchases such vehicle for use and not for resale,	purchases, vehicle, resale
2573	397.17 - 397.19	[SEC. 13402.(a)] SEC. 25E.(c)(3)(C)	with respect to whom no deduction is allowable with respect to another taxpayer under section 151, and	respect, whom, deduction, allowable, taxpayer
2574	397.20 - 397.23	[SEC. 13402.(a)] SEC. 25E.(c)(3)(D)	who has not been allowed a credit under this section for any sale during the 3-year period ending on the date of the sale of such vehicle.	allowed, credit, sale, period, ending, vehicle
2575	397.24 - 398.2	[SEC. 13402.(a)] SEC. 25E.(c)(4)	MOTOR VEHICLE; CAPACITY. The terms ‘motor vehicle’ and ‘capacity’ have the meaning given such terms in paragraphs (2) and (4) of section 30D(d), respectively.	motor, vehicle, capacity, terms, meaning, paragraphs, 30d, respectively
2576	398.3 - 398.6	[SEC. 13402.(a)] SEC. 25E.(d)	VIN NUMBER REQUIREMENT. No credit shall be allowed under subsection (a) with respect to any vehicle unless the taxpayer includes the vehicle identification number of such vehicle on the return of tax for the taxable year.	vin, number, requirement, credit, allowed, subsection, respect, vehicle, unless, taxpayer, identification, return, tax, taxable
2577	398.7 - 398.10	[SEC. 13402.(a)] SEC. 25E.(e)	APPLICATION OF CERTAIN RULES. For purposes of this section, rules similar to the rules of section 30D(f) (without regard to paragraph (10) or (11) thereof) shall apply for purposes of this section.	application, certain, rules, purposes, 30d, regard, thereof, apply
2578	398.11 - 398.13	[SEC. 13402.(a)] SEC. 25E.(f)	TERMINATION. No credit shall be allowed under this section with respect to any vehicle acquired after December 31, 2032.’’.	termination, credit, allowed, respect, vehicle, acquired, december
2579	398.14 - 398.15	SEC. 13402.(b)	TRANSFER OF CREDIT. Section 25E, as added by subsection (a), is amended	transfer, credit, 25e, subsection, amended
2580	398.16 - 398.17	SEC. 13402.(b)(1)	by redesignating subsection (f) as subsection (g), and	redesignating, subsection
2582	398.18 - 398.18	SEC. 13402.(b)(2)	by inserting after subsection (e) the following:	inserting, subsection
2583	398.19 - 398.20	[SEC. 13402.(b)(2)] (f)	TRANSFER OF CREDIT. Rules similar to the rules of section 30D(g) shall apply.’’.	transfer, credit, rules, 30d, apply
2584	398.21 - 398.23	SEC. 13402.(c)	CONFORMING AMENDMENTS. Section 6213(g)(2), as amended by the preceding provisions of this Act, is amended	conforming, amendments, amended, preceding, provisions, act
2585	398.24 - 398.25	SEC. 13402.(c)(1)	in subparagraph (S), by striking ‘‘and’’ at the end,	subparagraph, striking
2586	399.1 - 399.2	SEC. 13402.(c)(2)	in subparagraph (T), by striking the period at the end and inserting ‘‘, and’’, and	subparagraph, striking, period, inserting
2587	399.3 - 399.4	SEC. 13402.(c)(3)	by inserting after subparagraph (T) the following:	inserting, subparagraph
2588	399.5 - 399.8	[SEC. 13402.(c)(3)] (U)	an omission of a correct vehicle identification number required under section 25E(d) (relating to credit for previously-owned clean vehicles) to be included on a return.’’.	omission, correct, vehicle, identification, number, required, 25e, relating, credit, previously, owned, clean, vehicles, included, return
2589	399.9 - 399.12	SEC. 13402.(d)	CLERICAL AMENDMENT. The table of sections for subpart A of part IV of subchapter A of chapter 1 is amended by inserting after the item relating to section 25D the following new item:	clerical, amendment, table, sections, subpart, iv, amended, inserting, relating, 25d, new
2590	399.13 - 399.13	SEC. 13402.(e)	EFFECTIVE DATE.	effective
2591	399.14 - 399.16	SEC. 13402.(e)(1)	IN GENERAL. Except as provided in paragraph (2), the amendments made by this section shall apply to vehicles acquired after December 31, 2022.	except, amendments, apply, vehicles, acquired, december
2592	399.17 - 399.19	SEC. 13402.(e)(2)	TRANSFER OF CREDIT. The amendments made by subsection (b) shall apply to vehicles acquired after December 31, 2023.	transfer, credit, amendments, subsection, apply, vehicles, acquired, december
2593	399.20 - 399.20	TITLE I Subtitle D PART 4 SEC. 13403.	QUALIFIED COMMERCIAL CLEAN VEHICLES.	qualified, commercial, clean, vehicles
2594	399.21 - 399.24	SEC. 13403.(a)	IN GENERAL. Subpart D of part IV of subchapter A of chapter 1, as amended by the preceding provisions of this Act, is amended by adding at the end the following new section:	subpart, iv, amended, preceding, provisions, act, adding, new
2595	400.1 - 400.2	[SEC. 13403.(a)] SEC. 45W.	CREDIT FOR QUALIFIED COMMERCIAL CLEAN VEHICLES.	credit, qualified, commercial, clean, vehicles
2596	400.3 - 400.8	[SEC. 13403.(a)] SEC. 45W.(a)	IN GENERAL. For purposes of section 38, the qualified commercial clean vehicle credit for any taxable year is an amount equal to the sum of the credit amounts determined under subsection (b) with respect to each qualified commercial clean vehicle placed in service by the taxpayer during the taxable year.	purposes, qualified, commercial, clean, vehicle, credit, taxable, amount, equal, sum, amounts, determined, subsection, respect, placed, service, taxpayer
2597	400.9 - 400.9	[SEC. 13403.(a)] SEC. 45W.(b)	PER VEHICLE AMOUNT.	vehicle, amount
2598	400.10 - 400.13	[SEC. 13403.(a)] SEC. 45W.(b)(1)	IN GENERAL. Subject to paragraph (4), the amount determined under this subsection with respect to any qualified commercial clean vehicle shall be equal to the lesser of	subject, amount, determined, subsection, respect, qualified, commercial, clean, vehicle, equal, lesser
2599	400.14 - 400.17	[SEC. 13403.(a)] SEC. 45W.(b)(1)(A)	15 percent of the basis of such vehicle (30 percent in the case of a vehicle not powered by a gasoline or diesel internal combustion engine), or	basis, vehicle, case, powered, gasoline, diesel, internal, combustion, engine
2600	400.18 - 400.18	[SEC. 13403.(a)] SEC. 45W.(b)(1)(B)	the incremental cost of such vehicle.	incremental, cost, vehicle
2601	400.19 - 400.23	[SEC. 13403.(a)] SEC. 45W.(b)(2)	INCREMENTAL COST. For purposes of paragraph (1)(B), the incremental cost of any qualified commercial clean vehicle is an amount equal to the excess of the purchase price for such vehicle over such price of a comparable vehicle.	incremental, cost, purposes, qualified, commercial, clean, vehicle, amount, equal, excess, purchase, price, comparable
2602	400.24 - 401.3	[SEC. 13403.(a)] SEC. 45W.(b)(3)	COMPARABLE VEHICLE. For purposes of this subsection, the term ‘comparable vehicle’ means, with respect to any qualified commercial clean vehicle, any vehicle which is powered solely by a gasoline or diesel internal combustion engine and which is comparable in size and use to such vehicle.	comparable, vehicle, purposes, subsection, term, respect, qualified, commercial, clean, powered, solely, gasoline, diesel, internal, combustion, engine, size
2603	401.4 - 401.6	[SEC. 13403.(a)] SEC. 45W.(b)(4)	LIMITATION. The amount determined under this subsection with respect to any qualified commercial clean vehicle shall not exceed	limitation, amount, determined, subsection, respect, qualified, commercial, clean, vehicle, exceed
2604	401.7 - 401.9	[SEC. 13403.(a)] SEC. 45W.(b)(4)(A)	in the case of a vehicle which has a gross vehicle weight rating of less than 14,000 pounds, $7,500, and	case, vehicle, gross, weight, rating, 14,000, pounds, 7,500
2605	401.10 - 401.11	[SEC. 13403.(a)] SEC. 45W.(b)(4)(B)	in the case of a vehicle not described in subparagraph (A), $40,000.	case, vehicle, described, subparagraph, 40,000
2606	401.12 - 401.14	[SEC. 13403.(a)] SEC. 45W.(c)	QUALIFIED COMMERCIAL CLEAN VEHICLE. For purposes of this section, the term ‘qualified commercial clean vehicle’ means any vehicle which	qualified, commercial, clean, vehicle, purposes, term
2607	401.15 - 401.17	[SEC. 13403.(a)] SEC. 45W.(c)(1)	meets the requirements of section 30D(d)(1)(C) and is acquired for use or lease by the taxpayer and not for resale,	meets, requirements, 30d, acquired, lease, taxpayer, resale
2608	401.18 - 401.18	[SEC. 13403.(a)] SEC. 45W.(c)(2)	either	
2609	401.19 - 401.23	[SEC. 13403.(a)] SEC. 45W.(c)(2)(A)	meets the requirements of subparagraph (D) of section 30D(d)(1) and is manufactured primarily for use on public streets, roads, and highways (not including a vehicle operated exclusively on a rail or rails), or	meets, requirements, subparagraph, 30d, manufactured, primarily, public, streets, roads, highways, vehicle, operated, exclusively, rail, rails
2610	401.24 - 402.2	[SEC. 13403.(a)] SEC. 45W.(c)(2)(B)	is mobile machinery, as defined in section 4053(8) (including vehicles that are not designed to perform a function of transporting a load over the public highways),	mobile, machinery, defined, vehicles, designed, perform, function, transporting, load, public, highways
2611	402.3 - 402.3	[SEC. 13403.(a)] SEC. 45W.(c)(3)	either	
2612	402.4 - 402.11	[SEC. 13403.(a)] SEC. 45W.(c)(3)(A)	is propelled to a significant extent by an electric motor which draws electricity from a battery which has a capacity of not less than 15 kilowatt hours (or, in the case of a vehicle which has a gross vehicle weight rating of less than 14,000 pounds, 7 kilowatt hours) and is capable of being recharged from an external source of electricity, or	propelled, significant, extent, electric, motor, draws, electricity, battery, capacity, kilowatt, hours, case, vehicle, gross, weight, rating, 14,000, pounds, capable, recharged, external, source
2613	402.12 - 402.14	[SEC. 13403.(a)] SEC. 45W.(c)(3)(B)	is a motor vehicle which satisfies the requirements under subparagraphs (A) and (B) of section 30B(b)(3), and	motor, vehicle, satisfies, requirements, subparagraphs, 30b
2614	402.15 - 402.16	[SEC. 13403.(a)] SEC. 45W.(c)(4)	is of a character subject to the allowance for depreciation.	character, subject, allowance, depreciation
2615	402.17 - 402.17	[SEC. 13403.(a)] SEC. 45W.(d)	SPECIAL RULES.	special, rules
2616	402.18 - 402.21	[SEC. 13403.(a)] SEC. 45W.(d)(1)	IN GENERAL. Rules similar to the rules under subsection (f) of section 30D (without regard to paragraph (10) or (11) thereof) shall apply for purposes of this section.	rules, subsection, 30d, regard, thereof, apply, purposes
2617	402.22 - 403.2	[SEC. 13403.(a)] SEC. 45W.(d)(2)	VEHICLES PLACED IN SERVICE BY TAX-EXEMPT ENTITIES. Subsection (c)(4) shall not apply to any vehicle which is not subject to a lease and which is placed in service by a tax-exempt entity described in clause (i), (ii), or (iv) of section 168(h)(2)(A).	vehicles, placed, service, tax, exempt, entities, subsection, apply, vehicle, subject, lease, entity, described, clause, iv
2618	403.3 - 403.5	[SEC. 13403.(a)] SEC. 45W.(d)(3)	NO DOUBLE BENEFIT. No credit shall be allowed under this section with respect to any vehicle for which a credit was allowed under section 30D.	double, benefit, credit, allowed, respect, vehicle, 30d
2619	403.6 - 403.9	[SEC. 13403.(a)] SEC. 45W.(e)	VIN NUMBER REQUIREMENT. No credit shall be determined under subsection (a) with respect to any vehicle unless the taxpayer includes the vehicle identification number of such vehicle on the return of tax for the taxable year.	vin, number, requirement, credit, determined, subsection, respect, vehicle, unless, taxpayer, identification, return, tax, taxable
