Item	Page_Lines	Para	Text	Keywords
329	52.13 - 52.13	[TITLE II SEC. 201.(a)] SEC. 6428(g)	ADVANCE REFUNDS AND CREDITS.—	advance, refunds, credits
330	52.14 - 52.22	[TITLE II SEC. 201.(a)] SEC. 6428(g)(1)	IN GENERAL.—Subject to paragraphs (5) and (6), each individual who was an eligible individual for such individual’s first taxable year beginning in the calendar year which began 2 years prior to the beginning of the taxable year described in subsection (a) shall be treated as having made a payment against the tax imposed by chapter 1 for such taxable year in an amount equal to the advance refund amount for such taxable year.	general, subject, paragraphs, individual, eligible, individual’s, taxable, beginning, calendar, began, years, prior, described, subsection, treated, payment, tax, imposed, chapter, amount, equal, advance, refund
331	52.23 - 52.23	[TITLE II SEC. 201.(a)] SEC. 6428(g)(2)	ADVANCE REFUND AMOUNT.—	advance, refund, amount
332	52.24 - 53.4	[TITLE II SEC. 201.(a)] SEC. 6428(g)(2)(A)	IN GENERAL.—For purposes of paragraph (1), the advance refund amount is the amount that would have been allowed as a credit under this section for such taxable year if this section (other than subsection (f) and this subsection) had applied to such taxable year.	general, purposes, paragraph, advance, refund, amount, allowed, credit, taxable, subsection, applied
333	53.5 - 53.8	[TITLE II SEC. 201.(a)] SEC. 6428(g)(2)(B)	TREATMENT OF DECEASED INDIVIDUALS.—For purposes of determining the advance refund amount with respect to such taxable year—	treatment, deceased, individuals, purposes, determining, advance, refund, amount, respect, taxable
334	53.9 - 53.17	[TITLE II SEC. 201.(a)] SEC. 6428(g)(2)(B)(i)	any individual who was deceased before the beginning of the taxable year described in subsection (a) shall be treated for purposes of applying subsection (e)(2) in the same manner as if the valid identification number of such person was not included on the return of tax for such taxable year (except that subparagraph (E) thereof shall not apply),	individual, deceased, beginning, taxable, described, subsection, treated, purposes, applying, manner, valid, identification, number, included, return, tax, except, subparagraph, thereof, apply
335	53.18 - 54.7	[TITLE II SEC. 201.(a)] SEC. 6428(g)(2)(B)(ii)	notwithstanding clause (i), in the case of a joint return with respect to which only 1 spouse is deceased before the beginning of the taxable year described in subsection (a), such deceased spouse was a member of the Armed Forces of the United States at any time during the taxable year, and the valid identification number of such deceased spouse is included on the return of tax for the taxable year, the valid identification number of 1 (and only 1) spouse shall be treated as included on the return of tax for the taxable year for purposes of applying subsection (e)(2)(B) with respect to such joint return, and	notwithstanding, clause, case, joint, return, respect, spouse, deceased, beginning, taxable, described, subsection, member, armed, forces, united, states, valid, identification, number, included, tax, treated, purposes, applying
336	54.8 - 54.13	[TITLE II SEC. 201.(a)] SEC. 6428(g)(2)(B)(iii)	no amount shall be determined under subsection (e)(2) with respect to any dependent of the taxpayer if the taxpayer (both spouses in the case of a joint return) was deceased before the beginning of the taxable year described in subsection (a).	amount, determined, subsection, respect, dependent, taxpayer, spouses, case, joint, return, deceased, beginning, taxable, described
337	54.14 - 54.14	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)	TIMING AND MANNER OF PAYMENTS.—	timing, manner, payments
338	54.15 - 54.21	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(A)	TIMING.—The Secretary shall, subject to the provisions of this title, refund or credit any overpayment attributable to this subsection in the manner described in subparagraph (D). No refund or credit shall be made or allowed under this subsection after the end of the taxable year described in subsection (a).	timing, secretary, subject, provisions, title, refund, credit, overpayment, attributable, subsection, manner, described, subparagraph, allowed, taxable
339	54.22 - 54.25	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(B)	DELIVERY OF PAYMENTS.—Notwithstanding any other provision of law, the Secretary may certify and disburse refunds payable under this subsection electronically to—	delivery, payments, notwithstanding, provision, law, secretary, may, certify, disburse, refunds, payable, subsection, electronically
340	55.1 - 55.7	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(B)(i)	any account to which the payee received or authorized, on or after January 1 of the calendar year described in paragraph (1), a refund of taxes under this title or of a Federal payment (as defined in section 3332 of title 31, United States Code),	account, payee, authorized, january, calendar, described, paragraph, refund, taxes, title, federal, payment, defined, united, states, code
341	55.8 - 55.12	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(B)(ii)	any account belonging to a payee from which that individual, on or after January 1 of the calendar year described in paragraph (1), made a payment of taxes under this title, or	account, belonging, payee, individual, january, calendar, described, paragraph, payment, taxes, title
342	55.13 - 55.15	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(B)(iii)	any Treasury-sponsored account (as defined in section 208.2 of title 31, Code of Federal Regulations).	treasury, sponsored, account, defined, title, code, federal, regulations
343	55.16 - 56.5	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(C)	WAIVER OF CERTAIN RULES.—Notwithstanding section 3325 of title 31, United States Code, or any other provision of law, with respect to any payment of a refund under this subsection, a disbursing official in the executive branch of the United States Government may modify payment information received from an officer or employee described in section 3325(a)(1)(B) of such title for the purpose of facilitating the accurate and efficient delivery of such payment. Except in cases of fraud or reckless neglect, no liability under section 3325, 3527, 3528, or 3529 of title 31, United States Code, shall be imposed with respect to payments made under this subparagraph.	waiver, certain, rules, notwithstanding, title, united, states, code, provision, law, respect, payment, refund, subsection, disbursing, official, executive, branch, government, may, modify, information, officer, employee, described, purpose, facilitating, accurate, efficient, delivery, except, cases, fraud, reckless, neglect, liability, imposed, payments, subparagraph
344	56.6 - 56.10	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(D)	PAYMENT SCHEDULE.—With respect to any refund payable under this subsection for any taxable year, the Secretary shall make 2 payments, each equal to 50 percent of such refund, to the payee—	payment, schedule, respect, refund, payable, subsection, taxable, secretary, payments, equal, payee
345	56.11 - 56.13	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(D)(i)	for the first payment, not later than 30 days before the beginning of such taxable year, and	payment, beginning, taxable
346	56.14 - 56.16	[TITLE II SEC. 201.(a)] SEC. 6428(g)(3)(D)(ii)	for the second payment, not later than 180 days after disbursement of the payment described in clause (i).	payment, disbursement, described, clause
347	56.17 - 56.19	[TITLE II SEC. 201.(a)] SEC. 6428(g)(4)	NO INTEREST.—No interest shall be allowed on any overpayment attributable to this subsection.	interest, allowed, overpayment, attributable, subsection
348	56.20 - 56.22	[TITLE II SEC. 201.(a)] SEC. 6428(g)(5)	APPLICATION TO CERTAIN INDIVIDUALS WHO HAVE NOT FILED A RECENT RETURN OF TAX AT TIME OF DETERMINATION.—	application, certain, individuals, filed, return, tax, determination
349	56.23 - 57.7	[TITLE II SEC. 201.(a)] SEC. 6428(g)(5)(A)	IN GENERAL.—In the case of any individual who, at the time of any determination made pursuant to paragraph (3), has filed a tax return for neither the year described in paragraph (1) nor for the subsequent year, the Secretary may apply paragraph (1) on the basis of information available to the Secretary and, on the basis of such information, may determine the advance refund amount with respect to such individual without regard to subsection (d).	general, case, individual, determination, pursuant, paragraph, filed, tax, return, neither, described, nor, subsequent, secretary, may, apply, basis, information, available, determine, advance, refund, amount, respect, regard, subsection
350	57.8 - 57.10	[TITLE II SEC. 201.(a)] SEC. 6428(g)(5)(B)	PAYMENT TO REPRESENTATIVE PAYEES AND FIDUCIARIES.—In the case of any payment determined pursuant to subparagraph (A), such payment may be made to an individual or organization serving as the eligible individual’s representative payee or fiduciary for a federal benefit program and the entire amount of such payment so made shall be used only for the benefit of the individual who is entitled to the payment.	payment, representative, payees, fiduciaries, case, determined, pursuant, subparagraph
352	57.18 - 57.22	[TITLE II SEC. 201.(a)] SEC. 6428(g)(6)	SPECIAL RULE RELATED TO TIME OF FILING RETURN.—Solely for purposes of this subsection, a return of tax shall not be treated as filed until such return has been processed by the Internal Revenue Service.	special, rule, related, filing, return, solely, purposes, subsection, tax, treated, filed, processed, internal, revenue, service
353	57.23 - 58.8	[TITLE II SEC. 201.(a)] SEC. 6428(g)(7)	NOTICE TO TAXPAYER.—As soon as practicable after the date on which the Secretary distributed any payment to an eligible taxpayer pursuant to this subsection, notice shall be sent by mail to such taxpayer’s last known address. Such notice shall indicate the method by which such payment was made, the amount of such payment, a phone number for an appropriate point of contact at the Internal Revenue Service to report any error with respect to such payment, and such other information as the Secretary determines appropriate.	notice, taxpayer, soon, practicable, secretary, distributed, payment, eligible, pursuant, subsection, sent, mail, taxpayer’s, known, address, indicate, method, amount, phone, number, appropriate, point, contact, internal, revenue, service, report, error, respect, information, determines
354	58.9 - 58.12	[TITLE II SEC. 201.(a)] SEC. 6428(h)	REGULATIONS.—The Secretary shall prescribe such regulations or other guidance as may be necessary or appropriate to carry out the purposes of this section, including—	regulations, secretary, prescribe, guidance, may, necessary, appropriate, carry, purposes
355	58.13 - 58.19	[TITLE II SEC. 201.(a)] SEC. 6428(h)(1)	regulations or other guidance providing taxpayers the opportunity to provide the Secretary information sufficient to allow the Secretary to make payments to such taxpayers under subsection (g) (including the determination of the amount of such payment) if such information is not otherwise available to the Secretary, and	regulations, guidance, providing, taxpayers, opportunity, secretary, information, sufficient, allow, payments, subsection, determination, amount, payment, otherwise, available
356	58.20 - 59.4	[TITLE II SEC. 201.(a)] SEC. 6428(h)(2)	regulations or other guidance to ensure to the maximum extent administratively practicable that, in determining the amount of any credit under subsection (a) and any credit or refund under subsection (g), an individual is not taken into account more than once, including by different taxpayers and including by reason of a change in joint return status or dependent status between the taxable year for which an advance refund amount is determined and the taxable year for which a credit under subsection (a) is determined.	regulations, guidance, ensure, maximum, extent, administratively, practicable, determining, amount, credit, subsection, refund, individual, account, taxpayers, reason, joint, return, status, dependent, taxable, advance, determined
358	59.6 - 59.11	[TITLE II SEC. 201.(a)] SEC. 6428(i)	OUTREACH.—The Secretary shall carry out a robust and comprehensive outreach program to ensure that all taxpayers described in subsection (h)(1) learn of their eligibility for the advance refunds and credits under subsection (g); are advised of the opportunity to receive such advance refunds and credits as provided under subsection (h)(1); and are provided assistance in applying for such advance refunds and credits. In conducting such outreach program, the Secretary shall coordinate with other government, State, and local agencies; federal partners; and community-based nonprofit organizations that regularly interface with such taxpayers.’’.	outreach, secretary, carry, robust, comprehensive, program, ensure, taxpayers, described, subsection, eligibility, advance, refunds, credits, advised, opportunity
360	59.18 - 59.18	TITLE II SEC. 201.(b)	TREATMENT OF CERTAIN POSSESSIONS.—	treatment, certain, possessions
361	59.19 - 60.2	TITLE II SEC. 201.(b)(1)	PAYMENTS TO POSSESSIONS WITH MIRROR CODE TAX SYSTEMS.—The Secretary of the Treasury shall pay to each possession of the United States which has a mirror code tax system amounts equal to the loss (if any) to that possession by reason of the amendments made by this section. Such amounts shall be determined by the Secretary of the Treasury based on information provided by the government of the respective possession.	payments, possessions, mirror, code, tax, systems, secretary, treasury, possession, united, states, system, amounts, equal, loss, reason, amendments, determined, information, government, respective
362	60.3 - 60.16	TITLE II SEC. 201.(b)(2)	PAYMENTS TO OTHER POSSESSIONS.—The Secretary of the Treasury shall pay to each possession of the United States which does not have a mirror code tax system amounts estimated by the Secretary of the Treasury as being equal to the aggregate benefits (if any) that would have been provided to residents of such possession by reason of the amendments made by this section if a mirror code tax system had been in effect in such possession. The preceding sentence shall not apply unless the respective possession has a plan, which has been approved by the Secretary of the Treasury, under which such possession will promptly distribute such payments to its residents.	payments, possessions, secretary, treasury, possession, united, states, mirror, code, tax, system, amounts, estimated, equal, aggregate, benefits, residents, reason, amendments, effect, preceding, sentence, apply, unless, respective, plan, approved, promptly, distribute
363	60.17 - 60.20	TITLE II SEC. 201.(b)(3)	INCLUSION OF ADMINISTRATIVE EXPENSES.—The Secretary of the Treasury shall pay to each possession of the United States to which the Secretary makes a payment under paragraph (1) or (2) an amount equal to the lesser of—	inclusion, administrative, expenses, secretary, treasury, possession, united, states, payment, paragraph
365	60.22 - 60.23	TITLE II SEC. 201.(b)(3)(A)	the increase (if any) of the administrative expenses of such possession—	increase, administrative, expenses, possession
366	61.1 - 61.3	TITLE II SEC. 201.(b)(3)(A)(i)	in the case of a possession described in paragraph (1), by reason of the amendments made by this section, and	case, possession, described, paragraph, reason, amendments
367	61.4 - 61.7	TITLE II SEC. 201.(b)(3)(A)(ii)	in the case of a possession described in paragraph (2), by reason of carrying out the plan described in such paragraph, or	case, possession, described, paragraph, reason, carrying, plan
368	61.8 - 61.13	TITLE II SEC. 201.(b)(3)(B)	$500,000 ($10,000,000 in the case of Puerto Rico). The amount described in subparagraph (A) shall be determined by the Secretary of the Treasury based on information provided by the government of the respective possession.	500,000, 10,000,000, case, puerto, rico, amount, described, subparagraph, determined, secretary, treasury, information, government, respective, possession
369	61.14 - 61.20	TITLE II SEC. 201.(b)(4)	COORDINATION WITH CREDIT ALLOWED AGAINST UNITED STATES INCOME TAXES.—No credit shall be allowed against United States income taxes under section 6428C of the Internal Revenue Code of 1986 (as added by this section), nor shall any credit or refund be made or allowed under subsection (g) of such section, to any person—	coordination, credit, allowed, united, states, income, taxes, 6428c, internal, revenue, code, nor, refund, subsection
370	61.21 - 61.23	TITLE II SEC. 201.(b)(4)(A)	to whom a credit is allowed against taxes imposed by the possession by reason of the amendments made by this section, or	whom, credit, allowed, taxes, imposed, possession, reason, amendments
371	61.24 - 61.25	TITLE II SEC. 201.(b)(4)(B)	who is eligible for a payment under a plan described in paragraph (2).	eligible, payment, plan, described, paragraph
372	62.1 - 62.8	TITLE II SEC. 201.(b)(5)	MIRROR CODE TAX SYSTEM.—For purposes of this subsection, the term ‘‘mirror code tax system’’ means, with respect to any possession of the United States, the income tax system of such possession if the income tax liability of the residents of such possession under such system is determined by reference to the income tax laws of the United States as if such possession were the United States.	mirror, code, tax, system, purposes, subsection, term, respect, possession, united, states, income, liability, residents, determined, reference, laws
373	62.9 - 62.14	TITLE II SEC. 201.(b)(6)	TREATMENT OF PAYMENTS.—For purposes of section 1324 of title 31, United States Code, the payments under this subsection shall be treated in the same manner as a refund due from a credit provision referred to in subsection (b)(2) of such section.	treatment, payments, purposes, title, united, states, code, subsection, treated, manner, refund, credit, provision, referred
374	62.15 - 62.15	TITLE II SEC. 201.(c)	ADMINISTRATIVE PROVISIONS.—	administrative, provisions
375	62.16 - 62.19	TITLE II SEC. 201.(c)(1)	DEFINITION OF DEFICIENCY.—Section 6211(b)(4)(A) of the Internal Revenue Code of 1986 is amended by striking ‘‘6428A, and 6428B’’ and inserting ‘‘6428A, 6428B, and 6428C’’.	definition, deficiency, internal, revenue, code, amended, striking, 6428a, 6428b, inserting, 6428c
376	62.20 - 62.25	TITLE II SEC. 201.(c)(2)	EXCEPTION FROM REDUCTION OR OFFSET.—Any refund payable by reason of section 6428C(g) of the Internal Revenue Code of 1986 (as added by this section), or any such refund payable by reason of subsection (b) of this section, shall not be—	exception, reduction, offset, refund, payable, reason, 6428c, internal, revenue, code, subsection
377	63.1 - 63.3	TITLE II SEC. 201.(c)(2)(A)	subject to reduction or offset pursuant to section 3716 or 3720A of title 31, United States Code,	subject, reduction, offset, pursuant, 3720a, title, united, states, code
378	63.4 - 63.6	TITLE II SEC. 201.(c)(2)(B)	subject to reduction or offset pursuant to subsection (c), (d), (e), or (f) of section 6402 of the Internal Revenue Code of 1986, or	subject, reduction, offset, pursuant, subsection, internal, revenue, code
379	63.7 - 63.9	TITLE II SEC. 201.(c)(2)(C)	reduced or offset by other assessed Federal taxes that would otherwise be subject to levy or collection.	reduced, offset, assessed, federal, taxes, otherwise, subject, levy, collection
380	63.10 - 63.10	TITLE II SEC. 201.(c)(3)	CONFORMING AMENDMENTS.—	conforming, amendments
381	63.11 - 63.13	TITLE II SEC. 201.(c)(3)(A)	Paragraph (2) of section 1324(b) of title 31, United States Code, is amended by inserting ‘‘6428C,’’ after ‘‘6428B,’’.	paragraph, title, united, states, code, amended, inserting, 6428c, 6428b
382	63.14 - 63.17	TITLE II SEC. 201.(c)(3)(B)	The table of sections for subchapter B of chapter 65 of the Internal Revenue Code of 1986 is amended by inserting after the item relating to section 6428B the following new item:	table, sections, subchapter, chapter, internal, revenue, code, amended, inserting, relating, 6428b, new
383	63.18 - 63.20	TITLE II SEC. 201.(d)	EFFECTIVE DATE.—This section, and the amendments made by this section, shall apply to taxable years beginning after December 31, 2022.	effective, amendments, apply, taxable, years, beginning, december
384	63.21 - 63.22	TITLE II SEC. 202.	STATE-BASED COST MITIGATION GRANT PROGRAM.	state, cost, mitigation, grant, program
385	63.23 - 64.2	TITLE II SEC. 202.(a)	IN GENERAL.—The Secretary of the Treasury shall provide to each State and each eligible Indian tribe that meets the requirements of subsection (d) a cost mitigation grant for each calendar year after 2022 in an amount determined under subsection (c).	general, secretary, treasury, state, eligible, indian, tribe, meets, requirements, subsection, cost, mitigation, grant, calendar, amount, determined
386	64.3 - 64.6	TITLE II SEC. 202.(b)	USE OF FUNDS.—A State or eligible Indian tribe receiving a cost mitigation grant under this section shall use the grant to assist with the transition to a low-carbon economy, including—	funds, state, eligible, indian, tribe, receiving, cost, mitigation, grant, assist, transition, carbon, economy
387	64.7 - 64.12	TITLE II SEC. 202.(b)(1)	to assist low-income households in reducing energy expenses and meeting cost increases attributable to the fees imposed under subchapter E of chapter 38 of the Internal Revenue Code of 1986 (as added by this Act), including though weatherization and energy efficiency programs;	assist, income, households, reducing, energy, expenses, meeting, cost, increases, attributable, fees, imposed, subchapter, chapter, internal, revenue, code, act, weatherization, efficiency, programs
388	64.13 - 64.16	TITLE II SEC. 202.(b)(2)	to assist rural households in reducing energy expenses and meeting such increases attributable to such fees, including though weatherization and energy efficiency programs;	assist, rural, households, reducing, energy, expenses, meeting, increases, attributable, fees, weatherization, efficiency, programs
389	64.17 - 64.19	TITLE II SEC. 202.(b)(3)	to provide job training and worker transition assistance, with priority given to workers and former workers in fossil-fuel related industries;	job, training, worker, transition, assistance, priority, workers, former, fossil, fuel, related, industries
390	64.20 - 64.22	TITLE II SEC. 202.(b)(4)	to assist the State or eligible Indian tribe in dealing with climate change or the transition to a low-carbon economy; or	assist, state, eligible, indian, tribe, dealing, climate, transition, carbon, economy
391	64.23 - 64.24	TITLE II SEC. 202.(b)(5)	to address the legacy costs of fossil fuel development.	address, legacy, costs, fossil, fuel, development
392	64.25 - 64.25	TITLE II SEC. 202.(c)	AMOUNT OF GRANT.—	amount, grant
393	65.1 - 65.3	TITLE II SEC. 202.(c)(1)	AMOUNTS FOR STATES.—The amount of the cost mitigation grant made to any State for any calendar year shall be equal to the product of—	amounts, states, amount, cost, mitigation, grant, state, calendar, equal, product
394	65.4 - 65.4	TITLE II SEC. 202.(c)(1)(A)	an amount equal to—	amount, equal
395	65.5 - 65.7	TITLE II SEC. 202.(c)(1)(A)(i)	the annual grant limitation determined under paragraph (4) for such calendar year; minus	annual, grant, limitation, determined, paragraph, calendar, minus
396	65.8 - 65.9	TITLE II SEC. 202.(c)(1)(A)(ii)	3 percent of the amount described in clause (i); and	amount, described, clause
397	65.10 - 65.11	TITLE II SEC. 202.(c)(1)(B)	the State allocation percentage for the State (determined under paragraph (2)).	state, allocation, percentage, determined, paragraph
398	65.12 - 65.15	TITLE II SEC. 202.(c)(2)	STATE ALLOCATION PERCENTAGE.—The ‘‘State allocation percentage’’ for a State is the amount (expressed as a percentage) equal to the quotient of—	state, allocation, percentage, amount, expressed, equal, quotient
399	65.16 - 65.18	TITLE II SEC. 202.(c)(2)(A)	the population of such State (as reported in the most recent decennial census); and	population, state, reported, decennial, census
400	65.19 - 65.20	TITLE II SEC. 202.(c)(2)(B)	the population of all States (as reported in the most recent decennial census).	population, states, reported, decennial, census
401	65.21 - 65.24	TITLE II SEC. 202.(c)(3)	AMOUNTS FOR ELIGIBLE INDIAN TRIBES.— The amount of the cost mitigation grant made to any eligible Indian tribe for any calendar year shall be an amount equal to the quotient of—	amounts, eligible, indian, tribes, amount, cost, mitigation, grant, tribe, calendar, equal, quotient
402	66.1 - 66.3	TITLE II SEC. 202.(c)(3)(A)	3 percent of the annual grant limitation determined under paragraph (4) for such calendar year; divided by	annual, grant, limitation, determined, paragraph, calendar, divided
403	66.4 - 66.7	TITLE II SEC. 202.(c)(3)(B)	the total number of eligible Indian tribes that have applied for a grant for such calendar year and satisfy the requirements under subsection (d).	total, number, eligible, indian, tribes, applied, grant, calendar, satisfy, requirements, subsection
404	66.8 - 66.8	TITLE II SEC. 202.(c)(4)	ANNUAL APPROPRIATION FOR GRANTS.—	annual, appropriation, grants
405	66.9 - 66.10	TITLE II SEC. 202.(c)(4)(A)	IN GENERAL.—The annual grant limitation is $10,000,000,000.	general, annual, grant, limitation, 10,000,000,000
406	66.11 - 66.11	TITLE II SEC. 202.(c)(4)(B)	INFLATION ADJUSTMENT.—	inflation, adjustment
407	66.12 - 66.14	TITLE II SEC. 202.(c)(4)(B)(i)	IN GENERAL.—In the case of any calendar year after 2023, the $10,000,000,000 amount in subparagraph (A) shall be increased by an amount equal to—	general, case, calendar, 10,000,000,000, amount, subparagraph
409	66.17 - 66.18	TITLE II SEC. 202.(c)(4)(B)(i)(I)	such dollar amount; multiplied by	dollar, amount, multiplied
410	66.19 - 66.20	TITLE II SEC. 202.(c)(4)(B)(i)(II)	the percentage (if any) by which—	percentage
411	66.21 - 66.22	TITLE II SEC. 202.(c)(4)(B)(i)(II)(aa)	the CPI for the preceding calendar year; exceeds	cpi, preceding, calendar, exceeds
412	66.23 - 66.24	TITLE II SEC. 202.(c)(4)(B)(i)(II)(bb)	the CPI for calendar year 2022.	cpi, calendar
413	67.1 - 67.4	TITLE II SEC. 202.(c)(4)(B)(ii)	CPI.—Rules similar to the rules of paragraphs (4) and (5) of section 1(f) of the Internal Revenue Code of 1986 shall apply for purposes of this subparagraph.	cpi, rules, paragraphs, internal, revenue, code, apply, purposes, subparagraph
414	67.5 - 67.11	TITLE II SEC. 202.(c)(5)	REDISTRIBUTION.—In any case in which one or more States do not meet the requirements described in subsection (d) for a calendar year, an amount equal to the State allocation percentage for such State or States shall be distributed to each State which did meet such conditions in an amount equal to the product of—	redistribution, case, states, requirements, described, subsection, calendar, amount, equal, state, allocation, percentage, distributed, conditions, product
415	67.12 - 67.12	TITLE II SEC. 202.(c)(5)(A)	such amount; and	amount
416	67.13 - 67.17	TITLE II SEC. 202.(c)(5)(B)	the State allocation percentage of such State (determined by not taking into account under paragraph (2)(B) the population of any State which did not meet the requirements of subsection (d) for such calendar year).	state, allocation, percentage, determined, taking, account, paragraph, population, requirements, subsection, calendar
417	67.18 - 67.20	TITLE II SEC. 202.(d)	REQUIREMENTS FOR RECEIPT OF GRANT.—A State or eligible Indian tribe is eligible to receive a cost mitigation grant for any calendar year if—	requirements, receipt, grant, state, eligible, indian, tribe, cost, mitigation, calendar
418	67.21 - 67.24	TITLE II SEC. 202.(d)(1)	the chief executive officer of the State or eligible Indian tribe certifies that the State or eligible Indian tribe will use such grant in a manner consistent with subsection (b);	chief, executive, officer, state, eligible, indian, tribe, certifies, grant, manner, consistent, subsection
419	68.1 - 68.4	TITLE II SEC. 202.(d)(2)	the State or eligible Indian tribe has filed with the Secretary of the Treasury a plan covering the calendar year which details the use of the funds received under the grant;	state, eligible, indian, tribe, filed, secretary, treasury, plan, covering, calendar, details, funds, grant
420	68.5 - 68.7	TITLE II SEC. 202.(d)(3)	the State or eligible Indian tribe agrees to comply with any audit requirements under subsection (e); and	state, eligible, indian, tribe, agrees, comply, audit, requirements, subsection
421	68.8 - 68.12	TITLE II SEC. 202.(d)(4)	the State or eligible Indian tribe has complied with the requirements of this section for all preceding years or the State or eligible Indian tribe has remedied all prior noncompliance to the satisfaction of the Secretary of the Treasury.	state, eligible, indian, tribe, complied, requirements, preceding, years, remedied, prior, noncompliance, satisfaction, secretary, treasury
422	68.13 - 68.20	TITLE II SEC. 202.(e)	AUDITS.—The Secretary of the Treasury shall audit the State or eligible Indian tribe use of grants under this section to ensure such uses comply with the requirements of this section and with the uses identified by the State or eligible Indian tribe under subsection (d)(2). The Secretary may withhold a grant under this section if the Secretary determines that a State or eligible Indian tribe has not complied with such requirements.	audits, secretary, treasury, audit, state, eligible, indian, tribe, grants, ensure, uses, comply, requirements, identified, subsection, may, withhold, grant, determines, complied
423	68.21 - 68.21	TITLE II SEC. 202.(f)	DEFINITIONS.—For purposes of this section—	definitions, purposes
424	68.22 - 69.2	TITLE II SEC. 202.(f)(1)	STATE.—The term ‘‘State’’ includes the District of Columbia, the Commonwealth of Puerto Rico, Guam, American Samoa, the Commonwealth of the Northern Mariana Islands, and the United States Virgin Islands.	state, term, district, columbia, commonwealth, puerto, rico, guam, american, samoa, northern, mariana, islands, united, states, virgin
425	69.3 - 69.6	TITLE II SEC. 202.(f)(2)	ELIGIBLE INDIAN TRIBE.—The term ‘‘eligible Indian tribe’’ means has the same meaning given the term ‘‘tribe’’ in section 151.2(b) of title 25, Code of Federal Regulations.	eligible, indian, tribe, term, meaning, title, code, federal, regulations
426	69.7 - 69.10	TITLE II SEC. 202.(g)	APPROPRIATIONS.—For any fiscal year, there is hereby appropriated an amount equal to the annual grant limitation determined under subsection (c)(3) for the calendar year in which such fiscal year begins.	appropriations, fiscal, hereby, appropriated, amount, equal, annual, grant, limitation, determined, subsection, calendar, begins
427	69.11 - 69.13	TITLE III	—ASSISTANCE TO ENERGY VETERANS AND THEIR COMMUNITIES	assistance, energy, veterans, communities
428	69.14 - 69.14	TITLE III SEC. 301.	OFFICE OF ENERGY VETERANS ASSISTANCE.	office, energy, veterans, assistance
429	69.15 - 69.21	TITLE III SEC. 301.(a)	ESTABLISHMENT OF OFFICE.—There is established within the Department of the Treasury an office to be known as the Office of Energy Veterans Assistance. The Office of Energy Veterans Assistance shall be headed by an Assistant Secretary who shall be appointed by the Secretary of the Treasury (referred to in this section as the ‘‘Secretary’’).	establishment, office, established, department, treasury, known, energy, veterans, assistance, headed, assistant, secretary, appointed, referred
430	69.22 - 69.24	TITLE III SEC. 301.(b)	RESPONSIBILITIES OF ASSISTANT SECRETARY.— The Secretary, acting through the Assistant Secretary, shall be responsible for—	responsibilities, assistant, secretary, acting, responsible
431	70.1 - 70.2	TITLE III SEC. 301.(b)(1)	hiring personnel and making employment decisions with regard to such personnel;	hiring, personnel, employment, decisions, regard
432	70.3 - 70.4	TITLE III SEC. 301.(b)(2)	issuing such regulations as may be necessary to carry out the purposes of this section;	issuing, regulations, may, necessary, carry, purposes
433	70.5 - 70.7	TITLE III SEC. 301.(b)(3)	entering into cooperative agreements with other agencies and departments to ensure the efficiency of the administration of this section;	entering, cooperative, agreements, agencies, departments, ensure, efficiency, administration
434	70.8 - 70.10	TITLE III SEC. 301.(b)(4)	determining eligibility for benefits provided under this section and providing such benefits to qualified individuals;	determining, eligibility, benefits, providing, qualified, individuals
435	70.11 - 70.12	TITLE III SEC. 301.(b)(5)	preventing fraud and abuse relating to such benefits;	preventing, fraud, abuse, relating, benefits
436	70.13 - 70.14	TITLE III SEC. 301.(b)(6)	establishing and maintaining a system of records relating to the administration of this section;	establishing, maintaining, system, records, relating, administration
437	70.15 - 70.20	TITLE III SEC. 301.(b)(7)	ensuring that the Office of Energy Veterans Assistance is designed a manner that maximizes efficiency and ease of use by qualified individuals, which may include establishment and deployment of mobile field or satellite offices within eligible counties (as defined in section 302(a)(1)); and	ensuring, office, energy, veterans, assistance, designed, manner, maximizes, efficiency, ease, qualified, individuals, may, establishment, deployment, mobile, field, satellite, offices, eligible, counties, defined
438	70.21 - 70.22	TITLE III SEC. 301.(b)(8)	administering the program established under section 302.	administering, program, established
439	70.23 - 71.4	TITLE III SEC. 301.(c)	AUTHORIZATION OF APPROPRIATIONS.—Beginning in fiscal year 2022 and in each fiscal year thereafter, there is authorized to be appropriated, out of moneys in the Treasury not otherwise appropriated, such sums as may be necessary (not to exceed $50,000,000 for each fiscal year) to administer the office established under subsection (a).	authorization, appropriations, beginning, fiscal, thereafter, authorized, appropriated, moneys, treasury, otherwise, sums, may, necessary, exceed, 50,000,000, administer, office, established, subsection
440	71.5 - 71.5	TITLE III SEC. 301.(d)	ADMINISTRATION.—	administration
