Item	Page_Lines	Para	Text
3072	450.15 - 450.17	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(A)	DEFINITION. Subject to subparagraphs (B), (C), and (D), the term ‘qualified facility’ means a facility owned by the taxpayer
3073	450.18 - 450.19	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(A)(i)	which is used for the generation of electricity,
3074	450.20 - 450.21	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(A)(ii)	which is placed in service after December 31, 2024, and
3075	450.22 - 450.24	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(A)(iii)	for which the greenhouse gas emissions rate (as determined under paragraph (2)) is not greater than zero.
3076	451.1 - 451.5	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(B)	10-YEAR PRODUCTION CREDIT. For purposes of this section, a facility shall only be treated as a qualified facility during the 10-year period beginning on the date the facility was originally placed in service.
3077	451.6 - 451.14	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(C)	EXPANSION OF FACILITY; INCREMENTAL PRODUCTION. The term ‘qualified facility’ shall include either of the following in connection with a facility described in subparagraph (A) (without regard to clause (ii) of such subparagraph) which was placed in service before January 1, 2025, but only to the extent of the increased amount of electricity produced at the facility by reason of the following:
3078	451.15 - 451.16	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(C)(i)	A new unit which is placed in service after December 31, 2024.
3079	451.17 - 451.19	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(C)(ii)	Any additions of capacity which are placed in service after December 31, 2024.
3080	451.20 - 451.25	[SEC. 13701.(a)] SEC. 45Y.(b)(1)(D)	COORDINATION WITH OTHER CREDITS. The term ‘qualified facility’ shall not include any facility for which a credit determined under section 45, 45J, 45Q, 45U, 48, 48A, or 48E is allowed under section 38 for the taxable year or any prior taxable year.
3081	452.1 - 452.1	[SEC. 13701.(a)] SEC. 45Y.(b)(2)	GREENHOUSE GAS EMISSIONS RATE.
3082	452.2 - 452.7	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(A)	IN GENERAL. For purposes of this section, the term ‘greenhouse gas emissions rate’ means the amount of greenhouse gases emitted into the atmosphere by a facility in the production of electricity, expressed as grams of CO2e per KWh.
3083	452.8 - 452.18	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(B)	FUEL COMBUSTION AND GASIFICATION. In the case of a facility which produces electricity through combustion or gasification, the greenhouse gas emissions rate for such facility shall be equal to the net rate of greenhouse gases emitted into the atmosphere by such facility (taking into account lifecycle greenhouse gas emissions, as described in section 211(o)(1)(H) of the Clean Air Act (42 U.S.C. 7545(o)(1)(H))) in the production of electricity, expressed as grams of CO2e per KWh.
3084	452.19 - 452.20	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(C)	ESTABLISHMENT OF EMISSIONS RATES FOR FACILITIES.
3085	452.21 - 453.2	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(C)(i)	PUBLISHING EMISSIONS RATES. The Secretary shall annually publish a table that sets forth the greenhouse gas emissions rates for types or categories of facilities, which a taxpayer shall use for purposes of this section.
3086	453.3 - 453.9	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(C)(ii)	PROVISIONAL EMISSIONS RATE. In the case of any facility for which an emissions rate has not been established by the Secretary, a taxpayer which owns such facility may file a petition with the Secretary for determination of the emissions rate with respect to such facility.
3087	453.10 - 453.16	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(D)	CARBON CAPTURE AND SEQUESTRATION EQUIPMENT. For purposes of this subsection, the amount of greenhouse gases emitted into the atmosphere by a facility in the production of electricity shall not include any qualified carbon dioxide that is captured by the taxpayer and
3088	453.17 - 453.20	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(D)(i)	pursuant to any regulations established under paragraph (2) of section 45Q(f), disposed of by the taxpayer in secure geological storage, or
3089	453.21 - 453.23	[SEC. 13701.(a)] SEC. 45Y.(b)(2)(D)(ii)	utilized by the taxpayer in a manner described in paragraph (5) of such section.
3090	453.24 - 453.24	[SEC. 13701.(a)] SEC. 45Y.(c)	INFLATION ADJUSTMENT.
3091	454.1 - 454.14	[SEC. 13701.(a)] SEC. 45Y.(c)(1)	IN GENERAL. In the case of a calendar year beginning after 2024, the 0.3 cent amount in paragraph (2)(A) of subsection (a) and the 1.5 cent amount in paragraph (2)(B) of such subsection shall each be adjusted by multiplying such amount by the inflation adjustment factor for the calendar year in which the sale, consumption, or storage of the electricity occurs. If the 0.3 cent amount as increased under this paragraph is not a multiple of 0.05 cent, such amount shall be rounded to the nearest multiple of 0.05 cent. If the 1.5 cent amount as increased under this paragraph is not a multiple of 0.1 cent, such amount shall be rounded to the nearest multiple of 0.1 cent.
3092	454.15 - 454.19	[SEC. 13701.(a)] SEC. 45Y.(c)(2)	ANNUAL COMPUTATION. The Secretary shall, not later than April 1 of each calendar year, determine and publish in the Federal Register the inflation adjustment factor for such calendar year in accordance with this subsection.
3093	454.20 - 455.5	[SEC. 13701.(a)] SEC. 45Y.(c)(3)	INFLATION ADJUSTMENT FACTOR. The term ‘inflation adjustment factor’ means, with respect to a calendar year, a fraction the numerator of which is the GDP implicit price deflator for the preceding calendar year and the denominator of which is the GDP implicit price deflator for the calendar year 1992. The term ‘GDP implicit price deflator’ means the most recent revision of the implicit price deflator for the gross domestic product as computed and published by the Department of Commerce before March 15 of the calendar year.
3094	455.6 - 455.6	[SEC. 13701.(a)] SEC. 45Y.(d)	CREDIT PHASE-OUT.
3095	455.7 - 455.11	[SEC. 13701.(a)] SEC. 45Y.(d)(1)	IN GENERAL. The amount of the clean electricity production credit under subsection (a) for any qualified facility the construction of which begins during a calendar year described in paragraph (2) shall be equal to the product of
3096	455.12 - 455.14	[SEC. 13701.(a)] SEC. 45Y.(d)(1)(A)	the amount of the credit determined under subsection (a) without regard to this subsection, multiplied by
3097	455.15 - 455.16	[SEC. 13701.(a)] SEC. 45Y.(d)(1)(B)	the phase-out percentage under paragraph (2).
3098	455.17 - 455.18	[SEC. 13701.(a)] SEC. 45Y.(d)(2)	PHASE-OUT PERCENTAGE. The phase-out percentage under this paragraph is equal to
3099	455.19 - 455.21	[SEC. 13701.(a)] SEC. 45Y.(d)(2)(A)	for a facility the construction of which begins during the first calendar year following the applicable year, 100 percent,
3100	455.22 - 455.24	[SEC. 13701.(a)] SEC. 45Y.(d)(2)(B)	for a facility the construction of which begins during the second calendar year following the applicable year, 75 percent,
3101	456.1 - 456.3	[SEC. 13701.(a)] SEC. 45Y.(d)(2)(C)	for a facility the construction of which begins during the third calendar year following the applicable year, 50 percent, and
3102	456.4 - 456.7	[SEC. 13701.(a)] SEC. 45Y.(d)(2)(D)	for a facility the construction of which begins during any calendar year subsequent to the calendar year described in subparagraph (C), 0 percent.
3103	456.8 - 456.10	[SEC. 13701.(a)] SEC. 45Y.(d)(3)	APPLICABLE YEAR. For purposes of this subsection, the term ‘applicable year’ means the later of
3104	456.11 - 456.17	[SEC. 13701.(a)] SEC. 45Y.(d)(3)(A)	the calendar year in which the Secretary determines that the annual greenhouse gas emissions from the production of electricity in the United States are equal to or less than 25 percent of the annual greenhouse gas emissions from the production of electricity in the United States for calendar year 2022, or
3105	456.18 - 456.18	[SEC. 13701.(a)] SEC. 45Y.(d)(3)(B)	2032.
3106	456.19 - 456.19	[SEC. 13701.(a)] SEC. 45Y.(e)	DEFINITIONS. For purposes of this section:
3107	456.20 - 456.24	[SEC. 13701.(a)] SEC. 45Y.(e)(1)	CO2e PER KWh. The term ‘CO2e per KWh’ means, with respect to any greenhouse gas, the equivalent carbon dioxide (as determined based on global warming potential) per kilowatt hour of electricity produced.
3108	457.1 - 457.5	[SEC. 13701.(a)] SEC. 45Y.(e)(2)	GREENHOUSE GAS. The term ‘greenhouse gas’ has the same meaning given such term under section 211(o)(1)(G) of the Clean Air Act (42 U.S.C. 7545(o)(1)(G)), as in effect on the date of the enactment of this section.
3109	457.6 - 457.8	[SEC. 13701.(a)] SEC. 45Y.(e)(3)	QUALIFIED CARBON DIOXIDE. The term ‘qualified carbon dioxide’ means carbon dioxide captured from an industrial source which
3110	457.9 - 457.11	[SEC. 13701.(a)] SEC. 45Y.(e)(3)(A)	would otherwise be released into the atmosphere as industrial emission of greenhouse gas,
3111	457.12 - 457.14	[SEC. 13701.(a)] SEC. 45Y.(e)(3)(B)	is measured at the source of capture and verified at the point of disposal or utilization, and
3112	457.15 - 457.18	[SEC. 13701.(a)] SEC. 45Y.(e)(3)(C)	is captured and disposed or utilized within the United States (within the meaning of section 638(1)) or a possession of the United States (within the meaning of section 638(2)).
3113	457.19 - 457.23	[SEC. 13701.(a)] SEC. 45Y.(f)	GUIDANCE. Not later than January 1, 2025, the Secretary shall issue guidance regarding implementation of this section, including calculation of greenhouse gas emission rates for qualified facilities and determination of clean electricity production credits under this section.
3114	457.24 - 457.24	[SEC. 13701.(a)] SEC. 45Y.(g)	SPECIAL RULES.
3115	458.1 - 458.5	[SEC. 13701.(a)] SEC. 45Y.(g)(1)	ONLY PRODUCTION IN THE UNITED STATES TAKEN INTO ACCOUNT. Consumption, sales, or storage shall be taken into account under this section only with respect to electricity the production of which is within
3116	458.6 - 458.7	[SEC. 13701.(a)] SEC. 45Y.(g)(1)(A)	the United States (within the meaning of section 638(1)), or
3117	458.8 - 458.9	[SEC. 13701.(a)] SEC. 45Y.(g)(1)(B)	a possession of the United States (within the meaning of section 638(2)).
3118	458.10 - 458.11	[SEC. 13701.(a)] SEC. 45Y.(g)(2)	COMBINED HEAT AND POWER SYSTEM PROPERTY.
3119	458.12 - 458.13	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(A)	IN GENERAL. For purposes of subsection (a)
3120	458.14 - 458.19	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(A)(i)	the kilowatt hours of electricity produced by a taxpayer at a qualified facility shall include any production in the form of useful thermal energy by any combined heat and power system property within such facility, and
3121	458.20 - 458.25	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(A)(ii)	the amount of greenhouse gases emitted into the atmosphere by such facility in the production of such useful thermal energy shall be included for purposes of determining the greenhouse gas emissions rate for such facility.
3122	459.1 - 459.6	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(B)	COMBINED HEAT AND POWER SYSTEM PROPERTY. For purposes of this paragraph, the term ‘combined heat and power system property’ has the same meaning given such term by section 48(c)(3) (without regard to subparagraphs (A)(iv), (B), and (D) thereof).
3124	459.7 - 459.7	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(C)	CONVERSION FROM BTU TO KWH.
3125	459.8 - 459.12	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(C)(i)	IN GENERAL. For purposes of subparagraph (A)(i), the amount of kilowatt hours of electricity produced in the form of useful thermal energy shall be equal to the quotient of
3126	459.13 - 459.16	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(C)(i)(I)	the total useful thermal energy produced by the combined heat and power system property within the qualified facility, divided by
3127	459.17 - 459.18	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(C)(i)(II)	the heat rate for such facility.
3128	459.19 - 459.24	[SEC. 13701.(a)] SEC. 45Y.(g)(2)(C)(ii)	HEAT RATE. For purposes of this subparagraph, the term ‘heat rate’ means the amount of energy used by the qualified facility to generate 1 kilowatt hour of electricity, expressed as British thermal units per net kilowatt hour generated.
3129	460.1 - 460.8	[SEC. 13701.(a)] SEC. 45Y.(g)(3)	PRODUCTION ATTRIBUTABLE TO THE TAXPAYER. In the case of a qualified facility in which more than 1 person has an ownership interest, except to the extent provided in regulations prescribed by the Secretary, production from the facility shall be allocated among such persons in proportion to their respective ownership interests in the gross sales from such facility.
3130	460.9 - 460.17	[SEC. 13701.(a)] SEC. 45Y.(g)(4)	RELATED PERSONS. Persons shall be treated as related to each other if such persons would be treated as a single employer under the regulations prescribed under section 52(b). In the case of a corporation which is a member of an affiliated group of corporations filing a consolidated return, such corporation shall be treated as selling electricity to an unrelated person if such electricity is sold to such a person by another member of such group.
3131	460.18 - 460.21	[SEC. 13701.(a)] SEC. 45Y.(g)(5)	PASS-THRU IN THE CASE OF ESTATES AND TRUSTS. Under regulations prescribed by the Secretary, rules similar to the rules of subsection (d) of section 52 shall apply.
3132	460.22 - 460.23	[SEC. 13701.(a)] SEC. 45Y.(g)(6)	ALLOCATION OF CREDIT TO PATRONS OF AGRICULTURAL COOPERATIVE.
3133	460.24 - 460.24	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(A)	ELECTION TO ALLOCATE.
3134	461.1 - 461.8	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(A)(i)	IN GENERAL. In the case of an eligible cooperative organization, any portion of the credit determined under subsection (a) for the taxable year may, at the election of the organization, be apportioned among patrons of the organization on the basis of the amount of business done by the patrons during the taxable year.
3135	461.9 - 461.18	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(A)(ii)	FORM AND EFFECT OF ELECTION. An election under clause (i) for any taxable year shall be made on a timely filed return for such year. Such election, once made, shall be irrevocable for such taxable year. Such election shall not take effect unless the organization designates the apportionment as such in a written notice mailed to its patrons during the payment period described in section 1382(d).
3136	461.19 - 461.21	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(B)	TREATMENT OF ORGANIZATIONS AND PATRONS. The amount of the credit apportioned to any patrons under subparagraph (A)
3137	461.22 - 461.25	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(B)(i)	shall not be included in the amount determined under subsection (a) with respect to the organization for the taxable year, and
3138	462.1 - 462.10	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(B)(ii)	shall be included in the amount determined under subsection (a) for the first taxable year of each patron ending on or after the last day of the payment period (as defined in section 1382(d)) for the taxable year of the organization or, if earlier, for the taxable year of each patron ending on or after the date on which the patron receives notice from the cooperative of the apportionment.
3139	462.11 - 462.17	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(C)	SPECIAL RULES FOR DECREASE IN CREDITS FOR TAXABLE YEAR. If the amount of the credit of a cooperative organization determined under subsection (a) for a taxable year is less than the amount of such credit shown on the return of the cooperative organization for such year, an amount equal to the excess of
3140	462.18 - 462.18	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(C)(i)	such reduction, over
3141	462.19 - 463.2	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(C)(ii)	the amount not apportioned to such patrons under subparagraph (A) for the taxable year, shall be treated as an increase in tax imposed by this chapter on the organization. Such increase shall not be treated as tax imposed by this chapter for purposes of determining the amount of any credit under this chapter.
3142	463.3 - 463.11	[SEC. 13701.(a)] SEC. 45Y.(g)(6)(D)	ELIGIBLE COOPERATIVE DEFINED. For purposes of this section, the term ‘eligible cooperative’ means a cooperative organization described in section 1381(a) which is owned more than 50 percent by agricultural producers or by entities owned by agricultural producers. For this purpose an entity owned by an agricultural producer is one that is more than 50 percent owned by agricultural producers.
3143	463.12 - 463.21	[SEC. 13701.(a)] SEC. 45Y.(g)(7)	INCREASE IN CREDIT IN ENERGY COMMUNITIES. In the case of any qualified facility which is located in an energy community (as defined in section 45(b)(11)(B)), for purposes of determining the amount of the credit under subsection (a) with respect to any electricity produced by the taxpayer at such facility during the taxable year, the applicable amount under paragraph (2) of such subsection shall be increased by an amount equal to 10 percent of the amount otherwise in effect under such paragraph.
3144	463.22 - 463.24	[SEC. 13701.(a)] SEC. 45Y.(g)(8)	CREDIT REDUCED FOR TAX-EXEMPT BONDS. Rules similar to the rules of section 45(b)(3) shall apply.
3145	464.1 - 464.2	[SEC. 13701.(a)] SEC. 45Y.(g)(9)	WAGE REQUIREMENTS. Rules similar to the rules of section 45(b)(7) shall apply.
3146	464.3 - 464.4	[SEC. 13701.(a)] SEC. 45Y.(g)(10)	APPRENTICESHIP REQUIREMENTS. Rules similar to the rules of section 45(b)(8) shall apply.
3147	464.5 - 464.6	[SEC. 13701.(a)] SEC. 45Y.(g)(11)	DOMESTIC CONTENT BONUS CREDIT AMOUNT.
3148	464.7 - 464.13	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(A)	IN GENERAL. In the case of any qualified facility which satisfies the requirement under subparagraph (B)(i), the amount of the credit determined under subsection (a) shall be increased by an amount equal to 10 percent of the amount so determined (as determined without application of paragraph (7)).
3149	464.14 - 464.14	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(B)	REQUIREMENT.
3150	464.15 - 464.25	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(B)(i)	IN GENERAL. The requirement described in this subclause is satisfied with respect to any qualified facility if the taxpayer certifies to the Secretary (at such time, and in such form and manner, as the Secretary may prescribe) that any steel, iron, or manufactured product which is a component of such facility (upon completion of construction) was produced in the United States (as determined under section 661 of title 49, Code of Federal Regulations).
3151	465.1 - 465.4	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(B)(ii)	STEEL AND IRON. In the case of steel or iron, clause (i) shall be applied in a manner consistent with section 661.5 of title 49, Code of Federal Regulations.
3152	465.5 - 465.17	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(B)(iii)	MANUFACTURED PRODUCT. For purposes of clause (i), the manufactured products which are components of a qualified facility upon completion of construction shall be deemed to have been produced in the United States if not less than the adjusted percentage (as determined under subparagraph (C)) of the total costs of all such manufactured products of such facility are attributable to manufactured products (including components) which are mined, produced, or manufactured in the United States.
3153	465.18 - 465.18	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)	ADJUSTED PERCENTAGE.
3154	465.19 - 465.21	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(i)	IN GENERAL. Subject to subclause (ii), for purposes of subparagraph (B)(iii), the adjusted percentage shall be
3156	465.22 - 465.24	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(i)(I)	in the case of a facility the construction of which begins before January 1, 2025, 40 percent,
3157	466.1 - 466.4	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(i)(II)	in the case of a facility the construction of which begins after December 31, 2024, and before January 1, 2026, 45 percent,
3158	466.5 - 466.8	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(i)(III)	in the case of a facility the construction of which begins after December 31, 2025, and before January 1, 2027, 50 percent, and
3159	466.9 - 466.11	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(i)(IV)	in the case of a facility the construction of which begins after December 31, 2026, 55 percent.
3160	466.12 - 466.16	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(ii)	OFFSHORE WIND FACILITY. For purposes of subparagraph (B)(iii), in the case of a qualified facility which is an offshore wind facility, the adjusted percentage shall be
3161	466.17 - 466.19	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(ii)(I)	in the case of a facility the construction of which begins before January 1, 2025, 20 percent,
3162	466.20 - 466.23	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(ii)(II)	in the case of a facility the construction of which begins after December 31, 2024, and before January 1, 2026, 27.5 percent,
3163	466.24 - 467.2	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(ii)(III)	in the case of a facility the construction of which begins after December 31, 2025, and before January 1, 2027, 35 percent,
3164	467.3 - 467.6	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(ii)(IV)	in the case of a facility the construction of which begins after December 31, 2026, and before January 1, 2028, 45 percent, and
3165	467.7 - 467.9	[SEC. 13701.(a)] SEC. 45Y.(g)(11)(C)(ii)(V)	in the case of a facility the construction of which begins after December 31, 2027, 55 percent.
3166	467.10 - 467.10	[SEC. 13701.(a)] SEC. 45Y.(g)(12)	PHASEOUT FOR ELECTIVE PAYMENT.
3167	467.11 - 467.14	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(A)	IN GENERAL. In the case of a taxpayer making an election under section 6417 with respect to a credit under this section, the amount of such credit shall be replaced with
3168	467.15 - 467.17	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(A)(i)	the value of such credit (determined without regard to this paragraph), multiplied by
3169	467.18 - 467.18	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(A)(ii)	the applicable percentage.
3170	467.19 - 467.21	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(B)	100 PERCENT APPLICABLE PERCENTAGE FOR CERTAIN QUALIFIED FACILITIES. In the case of any qualified facility
3171	467.22 - 467.23	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(B)(i)	which satisfies the requirements under paragraph (11)(B), or
3172	468.1 - 468.4	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(B)(ii)	with a maximum net output of less than 1 megawatt (as measured in alternating current), the applicable percentage shall be 100 percent.
3173	468.5 - 468.9	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(C)	PHASED DOMESTIC CONTENT REQUIREMENT. Subject to subparagraph (D), in the case of any qualified facility which is not described in subparagraph (B), the applicable percentage shall be
3174	468.10 - 468.11	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(C)(i)	if construction of such facility began before January 1, 2024, 100 percent,
3175	468.12 - 468.13	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(C)(ii)	if construction of such facility began in calendar year 2024, 90 percent,
3176	468.14 - 468.16	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(C)(iii)	if construction of such facility began in calendar year 2025, 85 percent, and
3177	468.17 - 468.18	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(C)(iv)	if construction of such facility began after December 31, 2025, 0 percent.
3178	468.19 - 468.19	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(D)	EXCEPTION.
3179	468.20 - 468.23	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(D)(i)	IN GENERAL. For purposes of this paragraph, the Secretary shall provide exceptions to the requirements under this paragraph if
3180	468.24 - 469.4	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(D)(i)(I)	the inclusion of steel, iron, or manufactured products which are produced in the United States increases the overall costs of construction of qualified facilities by more than 25 percent, or
3181	469.5 - 469.9	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(D)(i)(II)	relevant steel, iron, or manufactured products are not produced in the United States in sufficient and reasonably available quantities or of a satisfactory quality.
3182	469.10 - 469.13	[SEC. 13701.(a)] SEC. 45Y.(g)(12)(D)(ii)	APPLICABLE PERCENTAGE. In any case in which the Secretary provides an exception pursuant to clause (i), the applicable percentage shall be 100 percent.’’.
3183	469.14 - 469.14	SEC. 13701.(b)	CONFORMING AMENDMENTS.
3184	469.15 - 469.16	SEC. 13701.(b)(1)	Section 38(b), as amended by the preceding provisions of this Act, is amended
3185	469.17 - 469.18	SEC. 13701.(b)(1)(A)	in paragraph (37), by striking ‘‘plus’’ at the end,
3186	469.19 - 469.20	SEC. 13701.(b)(1)(B)	in paragraph (38), by striking the period at the end and inserting ‘‘, plus’’, and
3187	469.21 - 469.22	SEC. 13701.(b)(1)(C)	by adding at the end the following new paragraph:
3188	469.23 - 469.24	[SEC. 13701.(b)(1)(C)] (39)	the clean electricity production credit determined under section 45Y(a).’’.
3189	470.1 - 470.4	SEC. 13701.(b)(2)	The table of sections for subpart D of part IV of subchapter A of chapter 1, as amended by the preceding provisions of this Act, is amended by adding at the end the following new item:
3190	470.5 - 470.7	SEC. 13701.(c)	EFFECTIVE DATE. The amendments made by this section shall apply to facilities placed in service after December 31, 2024.
3191	470.8 - 470.8	TITLE I Subtitle D PART 7 SEC. 13702.	CLEAN ELECTRICITY INVESTMENT CREDIT.
3192	470.9 - 470.12	SEC. 13702.(a)	IN GENERAL. Subpart E of part IV of subchapter A of chapter 1, as amended by section 107(a) of the CHIPS Act of 2022, is amended by inserting after section 48D the following new section:
3193	470.13 - 470.13	[SEC. 13702.(a)] SEC. 48E.	CLEAN ELECTRICITY INVESTMENT CREDIT.
3194	470.14 - 470.15	[SEC. 13702.(a)] SEC. 48E.(a)	INVESTMENT CREDIT FOR QUALIFIED PROPERTY.
3195	470.16 - 470.20	[SEC. 13702.(a)] SEC. 48E.(a)(1)	IN GENERAL. For purposes of section 46, the clean electricity investment credit for any taxable year is an amount equal to the applicable percentage of the qualified investment for such taxable year with respect to
3196	470.21 - 470.21	[SEC. 13702.(a)] SEC. 48E.(a)(1)(A)	any qualified facility, and
3197	470.22 - 470.22	[SEC. 13702.(a)] SEC. 48E.(a)(1)(B)	any energy storage technology.
3198	470.23 - 470.23	[SEC. 13702.(a)] SEC. 48E.(a)(2)	APPLICABLE PERCENTAGE.
3199	470.24 - 470.25	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)	QUALIFIED FACILITIES. Subject to paragraph (3)
3200	471.1 - 471.6	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(i)	BASE RATE. In the case of any qualified facility which is not described in subclause (I) or (II) of clause (ii) and does not satisfy the requirements described in subclause (III) of such clause, the applicable percentage shall be 6 percent.
3201	471.7 - 471.8	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(ii)	ALTERNATIVE RATE. In the case of any qualified facility
3202	471.9 - 471.11	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(ii)(I)	with a maximum net output of less than 1 megawatt (as measured in alternating current),
3203	471.12 - 471.17	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(ii)(II)	the construction of which begins prior to the date that is 60 days after the Secretary publishes guidance with respect to the requirements of paragraphs (3) and (4) of subsection (d), or
3205	471.18 - 471.18	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(ii)(III)	which
3206	471.19 - 471.20	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(ii)(III)(aa)	satisfies the requirements of subsection (d)(3), and
3207	471.21 - 472.2	[SEC. 13702.(a)] SEC. 48E.(a)(2)(A)(ii)(III)(bb)	with respect to the construction of such facility, satisfies the requirements of subsection (d)(4), the applicable percentage shall be 30 percent.
3209	472.3 - 472.4	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)	ENERGY STORAGE TECHNOLOGY. Subject to paragraph (3)
3210	472.5 - 472.10	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(i)	BASE RATE. In the case of any energy storage technology which is not described in subclause (I) or (II) of clause (ii) and does not satisfy the requirements described in subclause (III) of such clause, the applicable percentage shall be 6 percent.
3211	472.11 - 472.12	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(ii)	ALTERNATIVE RATE. In the case of any energy storage technology
3212	472.13 - 472.14	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(ii)(I)	with a capacity of less than 1 megawatt,
3213	472.15 - 472.20	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(ii)(II)	the construction of which begins prior to the date that is 60 days after the Secretary publishes guidance with respect to the requirements of paragraphs (3) and (4) of subsection (d), or
3215	472.21 - 472.21	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(ii)(III)	which
3216	472.22 - 472.23	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(ii)(III)(aa)	satisfies the requirements of subsection (d)(3), and
3217	472.24 - 473.4	[SEC. 13702.(a)] SEC. 48E.(a)(2)(B)(ii)(III)(bb)	with respect to the construction of such property, satisfies the requirements of subsection (d)(4), the applicable percentage shall be 30 percent.
3219	473.5 - 473.6	[SEC. 13702.(a)] SEC. 48E.(a)(3)	INCREASE IN CREDIT RATE IN CERTAIN CASES.
3220	473.7 - 473.7	[SEC. 13702.(a)] SEC. 48E.(a)(3)(A)	ENERGY COMMUNITIES.
3221	473.8 - 473.17	[SEC. 13702.(a)] SEC. 48E.(a)(3)(A)(i)	IN GENERAL. In the case of any qualified investment with respect to a qualified facility or with respect to energy storage technology which is placed in service within an energy community (as defined in section 45(b)(11)(B)), for purposes of applying paragraph (2) with respect to such property or investment, the applicable percentage shall be increased by the applicable credit rate increase.
3222	473.18 - 473.21	[SEC. 13702.(a)] SEC. 48E.(a)(3)(A)(ii)	APPLICABLE CREDIT RATE INCREASE. For purposes of clause (i), the applicable credit rate increase shall be an amount equal to
