Item	Page_Lines	Para	Text
13265	1633.24 - 1633.25	TITLE V SEC. 40502.(e)(2)(A)(ii)(II)(bb)	heating, ventilation, and air conditioning systems;
13266	1634.1 - 1634.1	TITLE V SEC. 40502.(e)(2)(A)(ii)(II)(cc)	windows;
13267	1634.2 - 1634.2	TITLE V SEC. 40502.(e)(2)(A)(ii)(II)(dd)	appliances; and
13268	1634.3 - 1634.4	TITLE V SEC. 40502.(e)(2)(A)(ii)(II)(ee)	insulation and building envelopes;
13269	1634.5 - 1634.8	TITLE V SEC. 40502.(e)(2)(A)(ii)(III)	estimate the energy and cost savings potential of the opportunities identified in subclause (II) using software approved by the Secretary;
13270	1634.9 - 1634.9	TITLE V SEC. 40502.(e)(2)(A)(ii)(IV)	identify—
13271	1634.10 - 1634.13	TITLE V SEC. 40502.(e)(2)(A)(ii)(IV)(aa)	the period and level of peak energy demand for each building within the facility of the eligible recipient; and
13272	1634.14 - 1634.17	TITLE V SEC. 40502.(e)(2)(A)(ii)(IV)(bb)	the sources of energy consumption that are contributing the most to that period of peak energy demand;
13273	1634.18 - 1634.20	TITLE V SEC. 40502.(e)(2)(A)(ii)(V)	recommend controls and management systems to reduce or redistribute peak energy consumption; and
13274	1634.21 - 1635.2	TITLE V SEC. 40502.(e)(2)(A)(ii)(VI)	estimate the total energy and cost savings potential for the facility of the eligible recipient if all recommended upgrades and retrofits are implemented, using software approved by the Secretary.
13275	1635.3 - 1635.5	TITLE V SEC. 40502.(e)(2)(A)(iii)	ADDITIONAL AUDIT INCLUSIONS.—A commercial energy audit conducted using a loan provided under clause (i) may recommend strategies to increase energy efficiency of the facility of the eligible recipient through use of electric systems or other high-efficiency systems utilizing fuels, including natural gas and hydrogen.
13277	1635.11 - 1635.13	TITLE V SEC. 40502.(e)(2)(A)(iv)	ELIGIBLE RECIPIENTS.—An eligible recipient under clause (i) is a business that—
13278	1635.14 - 1635.16	TITLE V SEC. 40502.(e)(2)(A)(iv)(I)	conducts the majority of its business in the State that provides the loan under that clause; and
13279	1635.17 - 1635.17	TITLE V SEC. 40502.(e)(2)(A)(iv)(II)	owns or operates—
13280	1635.18 - 1635.19	TITLE V SEC. 40502.(e)(2)(A)(iv)(II)(aa)	1 or more commercial buildings; or
13281	1635.20 - 1635.24	TITLE V SEC. 40502.(e)(2)(A)(iv)(II)(bb)	commercial space within a building that serves multiple functions, such as a building for commercial and residential operations.
13282	1635.25 - 1635.25	TITLE V SEC. 40502.(e)(2)(B)	RESIDENTIAL ENERGY AUDITS.—
13283	1636.1 - 1636.5	TITLE V SEC. 40502.(e)(2)(B)(i)	IN GENERAL.—A State that receives a capitalization grant under the program may provide a loan to an eligible recipient described in clause (iv) to conduct a residential energy audit.
13284	1636.6 - 1636.9	TITLE V SEC. 40502.(e)(2)(B)(ii)	RESIDENTIAL ENERGY AUDIT REQUIREMENTS.—A residential energy audit conducted using a loan under clause (i) shall—
13285	1636.10 - 1636.15	TITLE V SEC. 40502.(e)(2)(B)(ii)(I)	utilize the same evaluation criteria as the Home Performance Assessment used in the Energy Star program established under section 324A of the Energy Policy and Conservation Act (42 U.S.C. 6294a);
13286	1636.16 - 1636.20	TITLE V SEC. 40502.(e)(2)(B)(ii)(II)	recommend lifecycle cost-effective opportunities to reduce energy consumption within the residential building of the eligible recipient, including through energy efficient—
13287	1636.21 - 1636.21	TITLE V SEC. 40502.(e)(2)(B)(ii)(II)(aa)	lighting;
13288	1636.22 - 1636.23	TITLE V SEC. 40502.(e)(2)(B)(ii)(II)(bb)	heating, ventilation, and air conditioning systems;
13289	1636.24 - 1636.24	TITLE V SEC. 40502.(e)(2)(B)(ii)(II)(cc)	windows;
13290	1636.25 - 1636.25	TITLE V SEC. 40502.(e)(2)(B)(ii)(II)(dd)	appliances; and
13291	1637.1 - 1637.2	TITLE V SEC. 40502.(e)(2)(B)(ii)(II)(ee)	insulation and building envelopes;
13292	1637.3 - 1637.5	TITLE V SEC. 40502.(e)(2)(B)(ii)(III)	recommend controls and management systems to reduce or redistribute peak energy consumption;
13293	1637.6 - 1637.10	TITLE V SEC. 40502.(e)(2)(B)(ii)(IV)	compare the energy consumption of the residential building of the eligible recipient to comparable residential buildings in the same geographic area; and
13294	1637.11 - 1637.17	TITLE V SEC. 40502.(e)(2)(B)(ii)(V)	provide a Home Energy Score, or equivalent score (as determined by the Secretary), for the residential building of the eligible recipient by using the Home Energy Score Tool of the Department or an equivalent scoring tool.
13295	1637.18 - 1637.20	TITLE V SEC. 40502.(e)(2)(B)(iii)	ADDITIONAL AUDIT INCLUSIONS.—A residential energy audit conducted using a loan provided under clause (i) may recommend strategies to increase energy efficiency of the facility of the eligible recipient through use of electric systems or other high-efficiency systems utilizing fuels, including natural gas and hydrogen.
13297	1638.1 - 1638.2	TITLE V SEC. 40502.(e)(2)(B)(iv)	ELIGIBLE RECIPIENTS.—An eligible recipient under clause (i) is—
13298	1638.3 - 1638.3	TITLE V SEC. 40502.(e)(2)(B)(iv)(I)	an individual who owns—
13299	1638.4 - 1638.4	TITLE V SEC. 40502.(e)(2)(B)(iv)(I)(aa)	a single family home;
13300	1638.5 - 1638.6	TITLE V SEC. 40502.(e)(2)(B)(iv)(I)(bb)	a condominium or duplex; or
13301	1638.7 - 1638.8	TITLE V SEC. 40502.(e)(2)(B)(iv)(I)(cc)	a manufactured housing unit; or
13302	1638.9 - 1638.10	TITLE V SEC. 40502.(e)(2)(B)(iv)(II)	a business that owns or operates a multifamily housing facility.
13303	1638.11 - 1638.12	TITLE V SEC. 40502.(e)(2)(C)	COMMERCIAL AND RESIDENTIAL ENERGY UPGRADES AND RETROFITS.—
13304	1638.13 - 1638.18	TITLE V SEC. 40502.(e)(2)(C)(i)	IN GENERAL.—A State that receives a capitalization grant under the program may provide a loan to an eligible recipient described in clause (ii) to carry out upgrades or retrofits of building infrastructure and systems that—
13305	1638.19 - 1638.23	TITLE V SEC. 40502.(e)(2)(C)(i)(I)	are recommended in the commercial energy audit or residential energy audit, as applicable, completed for the building or facility of the eligible recipient;
13306	1638.24 - 1639.4	TITLE V SEC. 40502.(e)(2)(C)(i)(II)	satisfy at least 1 of the criteria in the Home Performance Assessment used in the Energy Star program established under section 324A of the Energy Policy and Conservation Act (42 U.S.C. 6294a);
13307	1639.5 - 1639.7	TITLE V SEC. 40502.(e)(2)(C)(i)(III)	improve, with respect to the building or facility of the eligible recipient—
13308	1639.8 - 1639.9	TITLE V SEC. 40502.(e)(2)(C)(i)(III)(aa)	the physical comfort of the building or facility occupants;
13309	1639.10 - 1639.11	TITLE V SEC. 40502.(e)(2)(C)(i)(III)(bb)	the energy efficiency of the building or facility; or
13310	1639.12 - 1639.13	TITLE V SEC. 40502.(e)(2)(C)(i)(III)(cc)	the quality of the air in the building or facility; and
13311	1639.14 - 1639.15	TITLE V SEC. 40502.(e)(2)(C)(i)(IV)(aa)	are lifecycle cost-effective; and
13312	1639.16 - 1639.18	TITLE V SEC. 40502.(e)(2)(C)(i)(IV)(bb)(AA)	reduce the energy intensity of the building or facility of the eligible recipient; or
13313	1639.19 - 1639.22	TITLE V SEC. 40502.(e)(2)(C)(i)(IV)(bb)(BB)	improve the control and management of energy usage of the building or facility to reduce demand during peak times.
13314	1639.23 - 1640.2	TITLE V SEC. 40502.(e)(2)(C)(ii)	ELIGIBLE RECIPIENTS.—An eligible recipient under clause (i) is an eligible recipient described in subparagraph (A)(iv) or (B)(iv) that—
13315	1640.3 - 1640.8	TITLE V SEC. 40502.(e)(2)(C)(ii)(I)	has completed a commercial energy audit described in subparagraph (A) or a residential energy audit described in subparagraph (B) using a loan provided under the applicable subparagraph; or
13316	1640.9 - 1640.11	TITLE V SEC. 40502.(e)(2)(C)(ii)(II)	has completed a commercial energy audit or residential energy audit that—
13317	1640.12 - 1640.13	TITLE V SEC. 40502.(e)(2)(C)(ii)(II)(aa)	was not funded by a loan under this paragraph; and
13318	1640.14 - 1640.17	TITLE V SEC. 40502.(e)(2)(C)(ii)(II)(bb)(AA)	meets the requirements for the applicable audit under subparagraph (A) or (B), as applicable; or
13319	1640.18 - 1640.19	TITLE V SEC. 40502.(e)(2)(C)(ii)(II)(bb)(BB)	the Secretary determines is otherwise satisfactory.
13320	1640.20 - 1640.20	TITLE V SEC. 40502.(e)(2)(C)(iii)	LOAN TERM.—
13321	1640.21 - 1640.24	TITLE V SEC. 40502.(e)(2)(C)(iii)(I)	IN GENERAL.—A loan provided under this subparagraph shall be required to be fully amortized by the earlier of—
13322	1641.1 - 1641.5	TITLE V SEC. 40502.(e)(2)(C)(iii)(I)(aa)	subject to subclause (II), the year in which the upgrades or retrofits carried out using the loan exceed their expected useful life; and
13323	1641.6 - 1641.7	TITLE V SEC. 40502.(e)(2)(C)(iii)(I)(bb)	15 years after those upgrades or retrofits are installed.
13324	1641.8 - 1641.15	TITLE V SEC. 40502.(e)(2)(C)(iii)(II)	CALCULATION.—For purposes of subclause (I)(aa), in the case of a loan being used to fund multiple upgrades or retrofits, the longest-lived upgrade or retrofit shall be used to calculate the year in which the upgrades or retrofits carried out using the loan exceed their expected useful life.
13325	1641.16 - 1641.22	TITLE V SEC. 40502.(e)(2)(D)	REFERRAL TO QUALIFIED CONTRACTORS.—Following the completion of an audit under subparagraph (A) or (B) by an eligible recipient of a loan under the applicable subparagraph, the State may refer the eligible recipient to a qualified contractor, as determined by the State, to estimate—
13326	1641.23 - 1641.24	TITLE V SEC. 40502.(e)(2)(D)(i)	the upfront capital cost of each recommended upgrade; and
13327	1642.1 - 1642.2	TITLE V SEC. 40502.(e)(2)(D)(ii)	the total upfront capital cost of implementing all recommended upgrades.
13328	1642.3 - 1642.7	TITLE V SEC. 40502.(e)(2)(E)	LOAN RECIPIENTS.—Each State providing loans under this paragraph shall, to the maximum extent practicable, provide loans to eligible recipients that do not have access to private capital.
13329	1642.8 - 1642.8	TITLE V SEC. 40502.(e)(3)	GRANTS AND TECHNICAL ASSISTANCE.—
13330	1642.9 - 1642.14	TITLE V SEC. 40502.(e)(3)(A)	IN GENERAL.—A State that receives a capitalization grant under the program may use not more than 25 percent of the grant funds to provide grants or technical assistance to eligible entities described in subparagraph (B) to carry out the activities described in subparagraphs (A), (B), and (C) of paragraph (2).
13332	1642.16 - 1642.18	TITLE V SEC. 40502.(e)(3)(B)	ELIGIBLE ENTITY.—An entity eligible for a grant or technical assistance under subparagraph (A) is—
13333	1642.19 - 1642.19	TITLE V SEC. 40502.(e)(3)(B)(i)	a business that—
13334	1642.20 - 1642.21	TITLE V SEC. 40502.(e)(3)(B)(i)(I)	is an eligible recipient described in paragraph (2)(A)(iv); and
13335	1642.22 - 1642.23	TITLE V SEC. 40502.(e)(3)(B)(i)(II)	has fewer than 500 employees; or
13336	1642.24 - 1643.2	TITLE V SEC. 40502.(e)(3)(B)(ii)	a low-income individual (as defined in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102)) that owns a residential building.
13337	1643.3 - 1643.12	TITLE V SEC. 40502.(e)(4)	FINAL ASSESSMENT.—A State that provides a capitalization grant under paragraph (2)(C) to an eligible recipient described in clause (ii) of that paragraph may, not later than 1 year after the date on which the upgrades or retrofits funded by the grant under that paragraph are completed, provide to the eligible recipient a loan or, in accordance with paragraph (3), a grant to conduct a final energy audit that assesses the total energy savings from the upgrades or retrofits.
13338	1643.13 - 1643.16	TITLE V SEC. 40502.(e)(5)	ADMINISTRATIVE EXPENSES.—A State that receives a capitalization grant under the program may use not more than 10 percent of the grant funds for administrative expenses.
13339	1643.17 - 1643.21	TITLE V SEC. 40502.(f)	COORDINATION WITH EXISTING PROGRAMS.—A State receiving a capitalization grant under the program is encouraged to utilize and build on existing programs and infrastructure within the State that may aid the State in carrying out a revolving loan fund program.
13340	1643.22 - 1643.25	TITLE V SEC. 40502.(g)	LEVERAGING PRIVATE CAPITAL.—A State receiving a capitalization grant under the program shall, to the maximum extent practicable, use the grant to leverage private capital.
13341	1644.1 - 1644.3	TITLE V SEC. 40502.(h)	OUTREACH.—The Secretary shall engage in outreach to inform States of the availability of capitalization grants under the program.
13342	1644.4 - 1644.7	TITLE V SEC. 40502.(i)	REPORT.—Each State that receives a capitalization grant under the program shall, not later than 2 years after a grant is received, submit to the Secretary a report that describes—
13343	1644.8 - 1644.9	TITLE V SEC. 40502.(i)(1)	the number of recipients to which the State has distributed—
13344	1644.10 - 1644.10	TITLE V SEC. 40502.(i)(1)(A)	loans for—
13345	1644.11 - 1644.12	TITLE V SEC. 40502.(i)(1)(A)(i)	commercial energy audits under subsection (e)(2)(A);
13346	1644.13 - 1644.14	TITLE V SEC. 40502.(i)(1)(A)(ii)	residential energy audits under subsection (e)(2)(B);
13347	1644.15 - 1644.16	TITLE V SEC. 40502.(i)(1)(A)(iii)	energy upgrades and retrofits under subsection (e)(2)(C); and
13348	1644.17 - 1644.17	TITLE V SEC. 40502.(i)(1)(B)	grants under subsection (e)(3); and
13349	1644.18 - 1644.22	TITLE V SEC. 40502.(i)(2)	the average capital cost of upgrades and retrofits across all commercial energy audits and residential energy audits that were conducted in the State using loans provided by the State under subsection (e).
13350	1644.23 - 1645.2	TITLE V SEC. 40502.(j)	AUTHORIZATION OF APPROPRIATIONS.—There is authorized to be appropriated to the Secretary to carry out this section $250,000,000 for fiscal year 2022, to remain available until expended.
13351	1645.3 - 1645.3	TITLE V SEC. 40503.	ENERGY AUDITOR TRAINING GRANT PROGRAM.
13352	1645.4 - 1645.4	TITLE V SEC. 40503.(a)	DEFINITIONS.—In this section:
13353	1645.5 - 1645.7	TITLE V SEC. 40503.(a)(1)	COVERED CERTIFICATION.—The term ‘‘covered certification’’ means any of the following certifications:
13354	1645.8 - 1645.11	TITLE V SEC. 40503.(a)(1)(A)	The American Society of Heating, Refrigerating and Air-Conditioning Engineers Building Energy Assessment Professional certification.
13355	1645.12 - 1645.13	TITLE V SEC. 40503.(a)(1)(B)	The Association of Energy Engineers Certified Energy Auditor certification.
13356	1645.14 - 1645.16	TITLE V SEC. 40503.(a)(1)(C)	The Building Performance Institute Home Energy Professional Energy Auditor certification.
13357	1645.17 - 1645.18	TITLE V SEC. 40503.(a)(1)(D)	The Residential Energy Services Network Home Energy Rater certification.
13358	1645.19 - 1645.20	TITLE V SEC. 40503.(a)(1)(E)	Any other third-party certification recognized by the Department.
13359	1645.21 - 1645.23	TITLE V SEC. 40503.(a)(1)(F)	Any third-party certification that the Secretary determines is equivalent to the certifications described in subparagraphs (A) through (E).
13361	1646.1 - 1646.2	TITLE V SEC. 40503.(a)(2)	ELIGIBLE STATE.—The term ‘‘eligible State’’ means a State that—
13362	1646.3 - 1646.4	TITLE V SEC. 40503.(a)(2)(A)	has a demonstrated need for assistance for training energy auditors; and
13363	1646.5 - 1646.6	TITLE V SEC. 40503.(a)(2)(B)	meets any additional criteria determined necessary by the Secretary.
13364	1646.7 - 1646.11	TITLE V SEC. 40503.(b)	ESTABLISHMENT.—Under the State Energy Program, the Secretary shall establish a competitive grant program under which the Secretary shall award grants to eligible States to train individuals to conduct energy audits or surveys of commercial and residential buildings.
13365	1646.12 - 1646.12	TITLE V SEC. 40503.(c)	APPLICATIONS.—
13366	1646.13 - 1646.18	TITLE V SEC. 40503.(c)(1)	IN GENERAL.—A State seeking a grant under subsection (b) shall submit to the Secretary an application at such time, in such manner, and containing such information as the Secretary may require, including the energy auditor training program plan described in paragraph (2).
13367	1646.19 - 1646.22	TITLE V SEC. 40503.(c)(2)	ENERGY AUDITOR TRAINING PROGRAM PLAN.—An energy auditor training program plan submitted with an application under paragraph (1) shall include—
13368	1646.23 - 1646.24	TITLE V SEC. 40503.(c)(2)(A)(i)	a proposed training curriculum for energy audit trainees; and
13369	1647.1 - 1647.3	TITLE V SEC. 40503.(c)(2)(A)(ii)	an identification of the covered certification that those trainees will receive on completion of that training curriculum;
13370	1647.4 - 1647.5	TITLE V SEC. 40503.(c)(2)(B)	the expected per-individual cost of training;
13371	1647.6 - 1647.7	TITLE V SEC. 40503.(c)(2)(C)	a plan for connecting trainees with employment opportunities; and
13372	1647.8 - 1647.9	TITLE V SEC. 40503.(c)(2)(D)	any additional information required by the Secretary.
13373	1647.10 - 1647.11	TITLE V SEC. 40503.(d)	AMOUNT OF GRANT.—The amount of a grant awarded to an eligible State under subsection (b)—
13374	1647.12 - 1647.13	TITLE V SEC. 40503.(d)(1)	shall be determined by the Secretary, taking into account the population of the eligible State; and
13375	1647.14 - 1647.15	TITLE V SEC. 40503.(d)(2)	shall not exceed $2,000,000 for any eligible State.
13376	1647.16 - 1647.16	TITLE V SEC. 40503.(e)	USE OF FUNDS.—
13377	1647.17 - 1647.19	TITLE V SEC. 40503.(e)(1)	IN GENERAL.—An eligible State that receives a grant under subsection (b) shall use the grant funds—
13378	1647.20 - 1647.22	TITLE V SEC. 40503.(e)(1)(A)	to cover any cost associated with individuals being trained or certified to conduct energy audits by—
13379	1647.23 - 1647.23	TITLE V SEC. 40503.(e)(1)(A)(i)	the State; or
13380	1647.24 - 1647.25	TITLE V SEC. 40503.(e)(1)(A)(ii)	a State-certified third party training program; and
13381	1648.1 - 1648.3	TITLE V SEC. 40503.(e)(1)(B)	subject to paragraph (2), to pay the wages of a trainee during the period in which the trainee receives training and certification.
13382	1648.4 - 1648.7	TITLE V SEC. 40503.(e)(2)	LIMITATION.—Not more than 10 percent of grant funds provided under subsection (b) to an eligible State may be used for the purpose described in paragraph (1)(B).
13383	1648.8 - 1648.9	TITLE V SEC. 40503.(f)	CONSULTATION.—In carrying out this section, the Secretary shall consult with the Secretary of Labor.
13384	1648.10 - 1648.14	TITLE V SEC. 40503.(g)	AUTHORIZATION OF APPROPRIATIONS.—There is authorized to be appropriated to the Secretary to carry out this section $40,000,000 for the period of fiscal years 2022 through 2026. Subtitle B—Buildings
13385	1648.15 - 1648.16	TITLE V SEC. 40511.	COST-EFFECTIVE CODES IMPLEMENTATION FOR EFFICIENCY AND RESILIENCE.
13386	1648.17 - 1648.19	TITLE V SEC. 40511.(a)	IN GENERAL.—Title III of the Energy Conservation and Production Act (42 U.S.C. 6831 et seq.) is amended by adding at the end the following:
13387	1648.20 - 1648.21	[TITLE V SEC. 40511.(a)] SEC. 309.	COST-EFFECTIVE CODES IMPLEMENTATION FOR EFFICIENCY AND RESILIENCE.
13388	1648.22 - 1648.22	[TITLE V SEC. 40511.(a)] SEC. 309.(a)	DEFINITIONS.—In this section:
13389	1648.23 - 1648.24	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(1)	ELIGIBLE ENTITY.—The term ‘eligible entity’ means—
13390	1649.1 - 1649.4	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(1)(A)	a relevant State agency, as determined by the Secretary, such as a State building code agency, State energy office, or Tribal energy office; and
13391	1649.5 - 1649.5	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(1)(B)	a partnership.
13392	1649.6 - 1649.9	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)	PARTNERSHIP.—The term ‘partnership’ means a partnership between an eligible entity described in paragraph (1)(A) and 1 or more of the following entities:
13393	1649.10 - 1649.10	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)(A)	Local building code agencies.
13394	1649.11 - 1649.11	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)(B)	Codes and standards developers.
13395	1649.12 - 1649.13	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)(C)	Associations of builders and design and construction professionals.
13396	1649.14 - 1649.15	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)(D)	Local and utility energy efficiency programs.
13397	1649.16 - 1649.17	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)(E)	Consumer, energy efficiency, and environmental advocates.
13398	1649.18 - 1649.19	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(2)(F)	Other entities, as determined by the Secretary.
13399	1649.20 - 1649.21	[TITLE V SEC. 40511.(a)] SEC. 309.(a)(3)	SECRETARY.—The term ‘Secretary’ means the Secretary of Energy.
13400	1649.22 - 1649.22	[TITLE V SEC. 40511.(a)] SEC. 309.(b)	ESTABLISHMENT.—
13401	1649.23 - 1650.3	[TITLE V SEC. 40511.(a)] SEC. 309.(b)(1)	IN GENERAL.—The Secretary shall establish within the Building Technologies Office of the Department of Energy a program under which the Secretary shall award grants on a competitive basis to eligible entities to enable sustained cost-effective implementation of updated building energy codes.
13402	1650.4 - 1650.10	[TITLE V SEC. 40511.(a)] SEC. 309.(b)(2)	UPDATED BUILDING ENERGY CODE.—An update to a building energy code under this section, including an amendment that results in increased efficiency compared to the previously adopted building energy code, shall include any update made available after the existing building energy code, even if it is not the most recent updated code available.
13403	1650.11 - 1650.12	[TITLE V SEC. 40511.(a)] SEC. 309.(c)	CRITERIA; PRIORITY.—In awarding grants under subsection (b), the Secretary shall—
13404	1650.13 - 1650.13	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)	consider—
13405	1650.14 - 1650.23	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(A)	prospective energy savings and plans to measure the savings, including utilizing the Environmental Protection Agency Portfolio Manager, the Home Energy Score rating of the Office of Energy Efficiency and Renewable Energy of the Department of Energy, the Energy Star Building rating methodologies of the Environmental Protection Agency, and other methodologies determined appropriate by the Secretary;
13406	1650.24 - 1650.25	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(B)	the long-term sustainability of those measures and savings;
13407	1651.1 - 1651.2	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(C)	prospective benefits, and plans to assess the benefits, including benefits relating to—
13408	1651.3 - 1651.3	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(C)(i)	resilience and peak load reduction;
13409	1651.4 - 1651.4	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(C)(ii)	occupant safety and health; and
13410	1651.5 - 1651.5	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(C)(iii)	environmental performance;
13411	1651.6 - 1651.7	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(D)	the demonstrated capacity of the eligible entity to carry out the proposed project; and
13412	1651.8 - 1651.9	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(1)(E)	the need of the eligible entity for assistance; and
13413	1651.10 - 1651.11	[TITLE V SEC. 40511.(a)] SEC. 309.(c)(2)	give priority to applications from partnerships.
13414	1651.12 - 1651.12	[TITLE V SEC. 40511.(a)] SEC. 309.(d)	ELIGIBLE ACTIVITIES.—
13415	1651.13 - 1651.14	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)	IN GENERAL.—An eligible entity awarded a grant under this section may use the grant funds—
13416	1651.15 - 1651.17	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(A)	to create or enable State or regional partnerships to provide training and materials to—
13417	1651.18 - 1651.22	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(A)(i)	builders, contractors and subcontractors, architects, and other design and construction professionals, relating to meeting updated building energy codes in a costeffective manner; and
13418	1651.23 - 1651.25	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(A)(ii)	building code officials, relating to improving implementation of and compliance with building energy codes;
13419	1652.1 - 1652.4	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(B)	to collect and disseminate quantitative data on construction and codes implementation, including code pathways, performance metrics, and technologies used;
13420	1652.5 - 1652.7	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(C)	to develop and implement a plan for highly effective codes implementation, including measuring compliance;
13421	1652.8 - 1652.9	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(D)	to address various implementation needs in rural, suburban, and urban areas; and
13422	1652.10 - 1652.11	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(E)	to implement updates in energy codes for—
13423	1652.12 - 1652.14	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(E)(i)	new residential and commercial buildings (including multifamily buildings); and
13424	1652.15 - 1652.17	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(1)(E)(ii)	additions and alterations to existing residential and commercial buildings (including multifamily buildings).
13425	1652.18 - 1652.21	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(2)	RELATED TOPICS.—Training and materials provided using a grant under this section may include information on the relationship between energy codes and—
13426	1652.22 - 1652.23	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(2)(A)	cost-effective, high-performance, and zero-net-energy buildings;
13427	1652.24 - 1652.25	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(2)(B)	improving resilience, health, and safety;
13428	1653.1 - 1653.2	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(2)(C)	water savings and other environmental impacts; and
13429	1653.3 - 1653.3	[TITLE V SEC. 40511.(a)] SEC. 309.(d)(2)(D)	the economic impacts of energy codes.
13430	1653.4 - 1653.7	[TITLE V SEC. 40511.(a)] SEC. 309.(e)	AUTHORIZATION OF APPROPRIATIONS.—There is authorized to be appropriated to the Secretary to carry out this section $225,000,000 for the period of fiscal years 2022 through 2026.’’.
13431	1653.8 - 1653.12	TITLE V SEC. 40511.(b)	CONFORMING AMENDMENT.—Section 303 of the Energy Conservation and Production Act (42 U.S.C. 6832) is amended, in the matter preceding paragraph (1), by striking ‘‘As used in’’ and inserting ‘‘Except as otherwise provided, in’’.
13432	1653.13 - 1653.14	TITLE V SEC. 40512.	BUILDING, TRAINING, AND ASSESSMENT CENTERS.
13433	1653.15 - 1653.20	TITLE V SEC. 40512.(a)	IN GENERAL.—The Secretary shall provide grants to institutions of higher education (as defined in section 101 of the Higher Education Act of 1965 (20 U.S.C. 1001)) and Tribal Colleges or Universities (as defined in section 316(b) of that Act (20 U.S.C. 1059c(b))) to establish building training and assessment centers—
13434	1653.21 - 1653.23	TITLE V SEC. 40512.(a)(1)	to identify opportunities for optimizing energy efficiency and environmental performance in buildings;
13435	1654.1 - 1654.3	TITLE V SEC. 40512.(a)(2)	to promote the application of emerging concepts and technologies in commercial and institutional buildings;
13436	1654.4 - 1654.7	TITLE V SEC. 40512.(a)(3)	to train engineers, architects, building scientists, building energy permitting and enforcement officials, and building technicians in energy-efficient design and operation;
13437	1654.8 - 1654.10	TITLE V SEC. 40512.(a)(4)	to assist institutions of higher education and Tribal Colleges or Universities in training building technicians;
13438	1654.11 - 1654.14	TITLE V SEC. 40512.(a)(5)	to promote research and development for the use of alternative energy sources and distributed generation to supply heat and power for buildings, particularly energy-intensive buildings; and
13439	1654.15 - 1654.20	TITLE V SEC. 40512.(a)(6)	to coordinate with and assist State-accredited technical training centers, community colleges, Tribal Colleges or Universities, and local offices of the National Institute of Food and Agriculture and ensure appropriate services are provided under this section to each region of the United States.
13440	1654.21 - 1654.21	TITLE V SEC. 40512.(b)	COORDINATION AND NONDUPLICATION.—
13441	1654.22 - 1655.2	TITLE V SEC. 40512.(b)(1)	IN GENERAL.—The Secretary shall coordinate the program with the industrial research and assessment centers program under section 457 of the Energy Independence and Security Act of 2007 (as added by section 40521(b)) and with other Federal programs to avoid duplication of effort.
13442	1655.3 - 1655.7	TITLE V SEC. 40512.(b)(2)	COLLOCATION.—To the maximum extent practicable, building, training, and assessment centers established under this section shall be collocated with industrial research and assessment centers (as defined in section 40531).
13443	1655.8 - 1655.11	TITLE V SEC. 40512.(c)	AUTHORIZATION OF APPROPRIATIONS.—There is authorized to be appropriated to the Secretary to carry out this section $10,000,000 for fiscal year 2022, to remain available until expended.
13444	1655.12 - 1655.12	TITLE V SEC. 40513.	CAREER SKILLS TRAINING.
13445	1655.13 - 1655.15	TITLE V SEC. 40513.(a)	DEFINITION OF ELIGIBLE ENTITY.—In this section, the term ‘‘eligible entity’’ means a nonprofit partnership that—
13446	1655.16 - 1655.19	TITLE V SEC. 40513.(a)(1)	includes the equal participation of industry, including public or private employers, and labor organizations, including joint labor-management training programs;
