Item	Page_Lines	Para	Text	Keywords
337	45.16 - 45.22	[SEC. 3.(a)(1)] SEC. 4695.(c)(2)(A)	IN GENERAL.—In the case of any covered fuel imported into the United States, there is imposed a fee on the person importing such fuel in an amount equal to the amount of any fees that would be imposed under this subchapter related to the use, sale, or transfer of such fuel.	case, covered, fuel, imported, united, states, imposed, fee, importing, amount, equal, fees, related, sale, transfer
338	45.23 - 46.3	[SEC. 3.(a)(1)] SEC. 4695.(c)(2)(B)	REDUCTION IN FEE.—The amount of the fee under subparagraph (A) shall be reduced by the amount, if any, of any fees imposed on the covered fuel by the foreign nation or governmental units from which the fuel was imported.	reduction, fee, amount, subparagraph, reduced, fees, imposed, covered, fuel, foreign, nation, governmental, units, imported
339	46.4 - 46.8	[SEC. 3.(a)(1)] SEC. 4695.(d)	TREATMENT OF ALTERNATIVE POLICIES AS FEES.—Under regulations established by the Secretary, foreign policies that have substantially the same effect in reducing emissions of greenhouse gases as fees shall be treated as fees for purposes of subsections (b) and (c).	treatment, alternative, policies, fees, regulations, established, secretary, foreign, substantially, effect, reducing, emissions, greenhouse, gases, treated, purposes, subsections
340	46.9 - 46.9	[SEC. 3.(a)(1)] SEC. 4695.(e)	REGULATORY AUTHORITY.—	regulatory, authority
341	46.10 - 46.14	[SEC. 3.(a)(1)] SEC. 4695.(e)(1)	IN GENERAL.—The Secretary shall consult with the Administrator, the Secretary of Commerce, and the Secretary of Energy in establishing rules and regulations implementing the purposes of this section.	secretary, consult, administrator, commerce, energy, establishing, rules, regulations, implementing, purposes
342	46.15 - 46.20	[SEC. 3.(a)(1)] SEC. 4695.(e)(2)	TREATIES.—The Secretary, in consultation with the Secretary of State, may adjust the applicable amounts of the refunds and equivalency fees under this section in a manner that is consistent with any obligations of the United States under an international agreement.’’.	treaties, secretary, consultation, state, adjust, applicable, amounts, refunds, equivalency, fees, manner, consistent, obligations, united, states, international, agreement
343	46.21 - 46.23	SEC. 3.(b)	EFFECTIVE DATE.—The amendment made by this section shall apply to periods beginning after December 31, 2022.	effective, amendment, apply, periods, beginning, december
344	47.1 - 47.1	SEC. 4.	AMERICA’S CLEAN FUTURE FUND.	america’s, clean, future, fund
345	47.2 - 47.4	SEC. 4.(a)	IN GENERAL.—Subchapter A of chapter 98 of the Internal Revenue Code of 1986 is amended by adding at the end the following:	internal, revenue, code, amended, adding
346	47.5 - 47.5	[SEC. 4.(a)] SEC. 9512.	AMERICA’S CLEAN FUTURE FUND.	america’s, clean, future, fund
347	47.6 - 47.11	[SEC. 4.(a)] SEC. 9512.(a)	ESTABLISHMENT AND FUNDING.—There is established in the Treasury of the United States a trust fund to be known as the ‘America’s Clean Future Fund’ (referred to in this section as the ‘Trust Fund’), consisting of such amounts as are appropriated to the Trust Fund under subsection (b).	establishment, funding, established, treasury, united, states, trust, fund, known, america’s, clean, future, referred, consisting, amounts, appropriated, subsection
348	47.12 - 47.16	[SEC. 4.(a)] SEC. 9512.(b)	TRANSFERS TO AMERICA’S CLEAN FUTURE FUND.—There is appropriated to the Trust Fund, out of any funds in the Treasury not otherwise appropriated, amounts equal to the fees received into the Treasury under sections 4692, 4693, and 4695, less—	transfers, america’s, clean, future, fund, appropriated, trust, funds, treasury, otherwise, amounts, equal, fees, sections
349	47.17 - 47.18	[SEC. 4.(a)] SEC. 9512.(b)(1)	any amounts refunded or paid under sections 4692(d), 4694, and 4695(b), and	amounts, refunded, paid, sections
350	47.19 - 47.21	[SEC. 4.(a)] SEC. 9512.(b)(2)	for each of the first 18 fiscal years beginning after September 30, 2023, an amount equal to the quotient of—	fiscal, years, beginning, september, amount, equal, quotient
351	47.22 - 47.22	[SEC. 4.(a)] SEC. 9512.(b)(2)(A)	$100,000,000,000, and	100,000,000,000
352	47.23 - 47.23	[SEC. 4.(a)] SEC. 9512.(b)(2)(B)	18.	
353	47.24 - 47.25	[SEC. 4.(a)] SEC. 9512.(c)	EXPENDITURES.—For each fiscal year, amounts in the Trust Fund shall be apportioned as follows:	expenditures, fiscal, amounts, trust, fund, apportioned, follows
354	48.1 - 48.2	[SEC. 4.(a)] SEC. 9512.(c)(1)	CARBON FEE REBATE AND AGRICULTURAL DECARBONIZATION TRANSITION PAYMENTS.—	carbon, fee, rebate, agricultural, decarbonization, transition, payments
355	48.3 - 48.6	[SEC. 4.(a)] SEC. 9512.(c)(1)(A)	CARBON FEE REBATE.—For the purposes described in section 5 of the America’s Clean Future Fund Act and any expenses necessary to administer such section—	carbon, fee, rebate, purposes, described, america’s, clean, future, fund, act, expenses, necessary, administer
356	48.7 - 48.9	[SEC. 4.(a)] SEC. 9512.(c)(1)(A)(i)	for each of the first 10 fiscal years beginning after September 30, 2023, an amount equal to—	fiscal, years, beginning, september, amount, equal
357	48.10 - 48.11	[SEC. 4.(a)] SEC. 9512.(c)(1)(A)(i)(I)	75 percent of those amounts, minus	amounts, minus
358	48.12 - 48.14	[SEC. 4.(a)] SEC. 9512.(c)(1)(A)(i)(II)	the amount determined under subparagraph (B) for such fiscal year, and	amount, determined, subparagraph, fiscal
359	48.15 - 48.17	[SEC. 4.(a)] SEC. 9512.(c)(1)(A)(ii)	for any fiscal year beginning after the period described in clause (i), the applicable percentage of such amounts.	fiscal, beginning, period, described, clause, applicable, percentage, amounts
360	48.18 - 48.24	[SEC. 4.(a)] SEC. 9512.(c)(1)(B)	AGRICULTURAL DECARBONIZATION TRANSITION PAYMENTS.—For the purposes described in section 6 of the America’s Clean Future Fund Act, for each of the first 10 fiscal years beginning after September 30, 2023, an amount equal to 7 percent of the amount determined annually under subparagraph (A)(i)(I).	agricultural, decarbonization, transition, payments, purposes, described, america’s, clean, future, fund, act, fiscal, years, beginning, september, amount, equal, determined, annually, subparagraph
361	49.1 - 49.3	[SEC. 4.(a)] SEC. 9512.(c)(1)(C)	APPLICABLE PERCENTAGE.—For purposes of subparagraph (A)(ii), the applicable percentage shall be equal to—	applicable, percentage, purposes, subparagraph, equal
362	49.4 - 49.5	[SEC. 4.(a)] SEC. 9512.(c)(1)(C)(i)	for the first fiscal year beginning after the period described in subparagraph (A)(i), 76 percent,	fiscal, beginning, period, described, subparagraph
364	49.7 - 49.11	[SEC. 4.(a)] SEC. 9512.(c)(1)(C)(ii)	for each of the first 3 fiscal years subsequent to the period described in clause (i), the applicable percentage for the preceding fiscal year increased by 1 percentage point, and	fiscal, years, subsequent, period, described, clause, applicable, percentage, preceding, increased, point
365	49.12 - 49.14	[SEC. 4.(a)] SEC. 9512.(c)(1)(C)(iii)	for any fiscal year subsequent to the period described in clause (ii), 80 percent.	fiscal, subsequent, period, described, clause
366	49.15 - 49.16	[SEC. 4.(a)] SEC. 9512.(c)(2)	CLIMATE CHANGE FINANCE CORPORATION.—	climate, finance, corporation
367	49.17 - 49.20	[SEC. 4.(a)] SEC. 9512.(c)(2)(A)	IN GENERAL.—For the purposes described in section 2 of the America’s Clean Future Fund Act, the applicable percentage of such amounts.	purposes, described, america’s, clean, future, fund, act, applicable, percentage, amounts
368	49.21 - 49.23	[SEC. 4.(a)] SEC. 9512.(c)(2)(B)	APPLICABLE PERCENTAGE.—For purposes of this paragraph, the applicable percentage shall be equal to—	applicable, percentage, purposes, equal
369	49.24 - 50.2	[SEC. 4.(a)] SEC. 9512.(c)(2)(B)(i)	for each of the first 10 fiscal years beginning after the period described in subsection (e) of such section, 15 percent,	fiscal, years, beginning, period, described, subsection
370	50.3 - 50.7	[SEC. 4.(a)] SEC. 9512.(c)(2)(B)(ii)	for each of the first 4 fiscal years subsequent to the period described in clause (i), the applicable percentage for the preceding fiscal year increased by 1 percentage point, and	fiscal, years, subsequent, period, described, clause, applicable, percentage, preceding, increased, point
371	50.8 - 50.10	[SEC. 4.(a)] SEC. 9512.(c)(2)(B)(iii)	for any fiscal year subsequent to the period described in clause (ii), 20 percent.	fiscal, subsequent, period, described, clause
372	50.11 - 50.12	[SEC. 4.(a)] SEC. 9512.(c)(3)	TRANSITION ASSISTANCE FOR IMPACTED COMMUNITIES.—	transition, assistance, impacted, communities
373	50.13 - 50.16	[SEC. 4.(a)] SEC. 9512.(c)(3)(A)	IN GENERAL.—For the purposes described in section 7 of the America’s Clean Future Fund Act, the applicable percentage of such amounts.	purposes, described, america’s, clean, future, fund, act, applicable, percentage, amounts
374	50.17 - 50.19	[SEC. 4.(a)] SEC. 9512.(c)(3)(B)	APPLICABLE PERCENTAGE.—For purposes of this paragraph, the applicable percentage shall be equal to—	applicable, percentage, purposes, equal
375	50.20 - 50.22	[SEC. 4.(a)] SEC. 9512.(c)(3)(B)(i)	for each of the first 10 fiscal years beginning after September 30, 2023, 10 percent,	fiscal, years, beginning, september
376	50.23 - 51.2	[SEC. 4.(a)] SEC. 9512.(c)(3)(B)(ii)	for each of the first 4 fiscal years subsequent to the period described in clause (i), the applicable percentage for the preceding fiscal year reduced by 2 percentage points, and	fiscal, years, subsequent, period, described, clause, applicable, percentage, preceding, reduced
377	51.3 - 51.5	[SEC. 4.(a)] SEC. 9512.(c)(3)(B)(iii)	for any fiscal year subsequent to the period described in clause (ii), 0 percent.’’.	fiscal, subsequent, period, described, clause
378	51.6 - 51.9	SEC. 4.(b)	CLERICAL AMENDMENT.—The table of sections for subchapter A of chapter 98 of the Internal Revenue Code of 1986 is amended by adding at the end the following new item:	clerical, amendment, table, sections, internal, revenue, code, amended, adding, new
379	51.10 - 51.10	SEC. 5.	AMERICA’S CLEAN FUTURE FUND STIMULUS.	america’s, clean, future, fund, stimulus
380	51.11 - 51.11	SEC. 5.(a)	ELIGIBLE INDIVIDUAL.—	eligible, individual
381	51.12 - 51.14	SEC. 5.(a)(1)	IN GENERAL.—In this section, the term ‘‘eligible individual’’ means, with respect to any quarter, any natural living person—	term, eligible, individual, respect, quarter, natural
382	51.15 - 51.16	SEC. 5.(a)(1)(A)	who has a valid Social Security number or taxpayer identification number,	valid, social, security, number, taxpayer, identification
383	51.17 - 51.17	SEC. 5.(a)(1)(B)	who has attained 18 years of age, and	attained, years
384	51.18 - 51.21	SEC. 5.(a)(1)(C)	whose principal place of abode is in the United States for more than one-half of the most recent taxable year for which a return has been filed.	whose, principal, abode, united, states, taxable, return, filed
385	51.22 - 52.2	SEC. 5.(a)(2)	VERIFICATION.—The Secretary of the Treasury, or the Secretary’s delegate (referred to in this section as the ‘‘Secretary’’) may verify the eligibility of an individual to receive a carbon fee rebate payment under subsection (b).	verification, secretary, treasury, secretary’s, delegate, referred, verify, eligibility, individual, carbon, fee, rebate, payment, subsection
386	52.3 - 52.11	SEC. 5.(b)	REBATES.—Subject to subsections (c)(2) and (k), from amounts in the America’s Clean Future Fund established by section 9512(c)(1)(A) of the Internal Revenue Code of 1986 that are available in any year, the Secretary shall, for each calendar quarter beginning after September 30, 2023, make carbon fee rebate payments to each eligible individual, to be known as ‘‘America’s Clean Future Fund Stimulus payments’’ (referred to in this section as ‘‘carbon fee rebate payments’’).	rebates, subject, subsections, amounts, america’s, clean, future, fund, established, internal, revenue, code, available, secretary, calendar, quarter, beginning, september, carbon, fee, rebate, payments, eligible, individual, known, stimulus, referred
387	52.12 - 52.12	SEC. 5.(c)	PRO-RATA SHARE.—	rata
388	52.13 - 52.19	SEC. 5.(c)(1)	IN GENERAL.—With respect to each quarter during any fiscal year beginning after September 30, 2023, the carbon fee rebate payment is 1 pro-rata share for each eligible individual of an amount equal to 25 percent of amounts apportioned under section 9512(c)(1)(A) of the Internal Revenue Code of 1986 for such fiscal year.	respect, quarter, fiscal, beginning, september, carbon, fee, rebate, payment, rata, eligible, individual, amount, equal, amounts, apportioned, internal, revenue, code
389	52.20 - 52.20	SEC. 5.(c)(2)	INITIAL ANNUAL REBATE PAYMENTS.—	initial, annual, rebate, payments
390	52.21 - 53.2	SEC. 5.(c)(2)(A)	IN GENERAL.—From amounts appropriated under subsection (j), the Secretary shall, for each of fiscal years 2022 and 2023, make carbon fee rebate payments to each eligible individual during the third quarter of each such fiscal year.	amounts, appropriated, subsection, secretary, fiscal, years, carbon, fee, rebate, payments, eligible, individual, quarter
391	53.3 - 53.7	SEC. 5.(c)(2)(B)	PRO-RATA SHARE.—For purposes of this paragraph, the carbon fee rebate payment is 1 pro-rata share for each eligible individual of the amount appropriated under subsection (j) for the fiscal year.	rata, purposes, carbon, fee, rebate, payment, eligible, individual, amount, appropriated, subsection, fiscal
392	53.8 - 53.12	SEC. 5.(c)(3)	ESTIMATE.—For each fiscal year described in paragraph (1), the Secretary shall, not later than the first day of such fiscal year, publicly announce an estimate of the amount of the carbon fee rebate payment for each quarter during such fiscal year.	estimate, fiscal, described, secretary, publicly, announce, amount, carbon, fee, rebate, payment, quarter
393	53.13 - 53.13	SEC. 5.(d)	PHASEOUT.—	phaseout
394	53.14 - 53.14	SEC. 5.(d)(1)	DEFINITIONS.—In this subsection:	definitions, subsection
395	53.15 - 53.20	SEC. 5.(d)(1)(A)	MODIFIED ADJUSTED GROSS INCOME.—The term ‘‘modified adjusted gross income’’ means adjusted gross income increased by any amount excluded from gross income under section 911, 931, or 933 of the Internal Revenue Code of 1986.	modified, adjusted, gross, income, term, increased, amount, excluded, internal, revenue, code
396	53.21 - 53.24	SEC. 5.(d)(1)(B)	HOUSEHOLD MEMBER.—The term ‘‘household member of the taxpayer’’ means the taxpayer, the taxpayer’s spouse, and any dependent of the taxpayer.	household, member, term, taxpayer, taxpayer’s, spouse, dependent
397	54.1 - 54.2	SEC. 5.(d)(1)(C)	THRESHOLD AMOUNT.—The term ‘‘threshold amount’’ means—	threshold, amount, term
398	54.3 - 54.4	SEC. 5.(d)(1)(C)(i)	$150,000 in the case of a taxpayer filing a joint return, and	150,000, case, taxpayer, filing, joint, return
399	54.5 - 54.6	SEC. 5.(d)(1)(C)(ii)	$75,000 in the case of a taxpayer not filing a joint return.	75,000, case, taxpayer, filing, joint, return
400	54.7 - 54.18	SEC. 5.(d)(2)	PHASEOUT OF PAYMENTS.—In the case of any taxpayer whose modified adjusted gross income for the most recent taxable year for which a return has been filed exceeds the threshold amount, the amount of the carbon fee rebate payment otherwise payable to any household member of the taxpayer under this section shall be reduced (but not below zero) by a dollar amount equal to 5 percent of such payment (as determined before application of this paragraph) for each $1,000 (or fraction thereof) by which the modified adjusted gross income of the taxpayer exceeds the threshold amount.	phaseout, payments, case, taxpayer, whose, modified, adjusted, gross, income, taxable, return, filed, exceeds, threshold, amount, carbon, fee, rebate, payment, otherwise, payable, household, member, reduced, zero, dollar, equal, determined, application, 1,000, fraction, thereof
401	54.19 - 54.21	SEC. 5.(e)	FEE TREATMENT OF PAYMENTS.—Amounts paid under this section shall not be includible in gross income for purposes of Federal income taxes.	fee, treatment, payments, amounts, paid, includible, gross, income, purposes, federal, taxes
402	54.22 - 55.5	SEC. 5.(f)	FEDERAL PROGRAMS AND FEDERAL ASSISTED PROGRAMS.—The carbon fee rebate payment received by any eligible individual shall not be taken into account as income and shall not be taken into account as resources for purposes of determining the eligibility of such individual or any other individual for benefits or assistance, or the amount or extent of benefits or assistance, under any Federal program or under any State or local program financed in whole or in part with Federal funds.	federal, programs, assisted, carbon, fee, rebate, payment, eligible, individual, account, income, resources, purposes, determining, eligibility, benefits, assistance, amount, extent, program, state, local, financed, funds
403	55.6 - 55.9	SEC. 5.(g)	DISCLOSURE OF RETURN INFORMATION.—Section 6103(l) of the Internal Revenue Code of 1986 is amended by adding at the end the following new paragraph:	disclosure, return, information, internal, revenue, code, amended, adding, new
404	55.10 - 55.11	[SEC. 5.(g)] (23)	DISCLOSURE OF RETURN INFORMATION RELATING TO CARBON FEE REBATE PAYMENTS.—	disclosure, return, information, relating, carbon, fee, rebate, payments
405	55.12 - 55.19	[SEC. 5.(g)] (23)(A)	DEPARTMENT OF TREASURY.—Return information with respect to any taxpayer shall, without written request, be open to inspection by or disclosure to officers and employees of the Department of the Treasury whose official duties require such inspection or disclosure for purposes of administering section 5 of the America’s Clean Future Fund Act.	department, treasury, return, information, respect, taxpayer, request, inspection, disclosure, officers, employees, whose, official, duties, require, purposes, administering, america’s, clean, future, fund, act
406	55.20 - 55.23	[SEC. 5.(g)] (23)(B)	RESTRICTION ON DISCLOSURE.—Information disclosed under this paragraph shall be disclosed only for purposes of, and to the extent necessary in, carrying out such section.’’.	restriction, disclosure, information, disclosed, purposes, extent, necessary, carrying
407	56.1 - 56.3	SEC. 5.(h)	REGULATIONS.—The Secretary shall prescribe such regulations, and other guidance, as may be necessary to carry out the purposes of this section, including—	regulations, secretary, prescribe, guidance, necessary, carry, purposes
408	56.4 - 56.5	SEC. 5.(h)(1)	establishment of rules for eligible individuals who have not filed a recent tax return, and	establishment, rules, eligible, individuals, filed, tax, return
409	56.6 - 56.12	SEC. 5.(h)(2)	in coordination with the Commissioner of Social Security, the Secretary of Veterans Affairs, and any relevant State agencies, establish methods to identify eligible individuals and provide carbon fee rebate payments to such individuals through appropriate means of distribution, including through the use of electronic benefit transfer cards.	coordination, commissioner, social, security, secretary, veterans, affairs, relevant, state, agencies, establish, methods, identify, eligible, individuals, carbon, fee, rebate, payments, appropriate, distribution, electronic, benefit, transfer
410	56.13 - 56.20	SEC. 5.(i)	PUBLIC AWARENESS CAMPAIGN.—The Secretary shall conduct a public awareness campaign, in coordination with the Commissioner of Social Security, the heads of other relevant Federal agencies, and Indian Tribes (as defined in section 4 of the Indian Self-Determination and Education Assistance Act (25 U.S.C. 5304)), to provide information to the public regarding the availability of carbon fee rebate payments under this section.	public, awareness, campaign, secretary, conduct, coordination, commissioner, social, security, heads, relevant, federal, agencies, indian, tribes, defined, determination, education, assistance, act, u.s.c, information, regarding, availability, carbon, fee, rebate, payments
411	56.21 - 56.24	SEC. 5.(j)	INITIAL APPROPRIATION.—For purposes of subsection (c)(2), there is appropriated, out of any funds in the Treasury not otherwise appropriated, to remain available until expended—	initial, appropriation, purposes, subsection, appropriated, funds, treasury, otherwise, remain, available, expended
412	57.1 - 57.2	SEC. 5.(j)(1)	for the fiscal year ending September 30, 2022, $37,500,000,000, and	fiscal, ending, september, 37,500,000,000
413	57.3 - 57.4	SEC. 5.(j)(2)	for the fiscal year ending September 30, 2023, $37,500,000,000.	fiscal, ending, september, 37,500,000,000
414	57.5 - 57.6	SEC. 5.(k)	TERMINATION.—This section shall not apply to any calendar quarter beginning after—	termination, apply, calendar, quarter, beginning
415	57.7 - 57.9	SEC. 5.(k)(1)	a determination by the Secretary under section 4692(d)(3)(B) of the Internal Revenue Code of 1986; or	determination, secretary, internal, revenue, code
416	57.10 - 57.13	SEC. 5.(k)(2)	any period of 8 consecutive calendar quarters for which the amount of carbon fee rebate payment (without application of subsection (d)) during each such quarter is less than $20.	period, consecutive, calendar, quarters, amount, carbon, fee, rebate, payment, application, subsection, quarter
417	57.14 - 57.15	SEC. 6.	AGRICULTURAL DECARBONIZATION TRANSITION PAYMENTS.	agricultural, decarbonization, transition, payments
418	57.16 - 57.16	SEC. 6.(a)	PURPOSES.—The purposes of this section are—	purposes
419	57.17 - 57.20	SEC. 6.(a)(1)	to provide transition assistance to eligible producers in the agricultural, livestock, and forestry sectors to prepare for and facilitate entry into private sector greenhouse gas credit markets; and	transition, assistance, eligible, producers, agricultural, livestock, forestry, sectors, prepare, facilitate, private, sector, greenhouse, gas, credit, markets
420	57.21 - 57.22	SEC. 6.(a)(2)	to provide for the collection and reporting of data under subsection (d).	collection, reporting, data, subsection
421	57.23 - 57.23	SEC. 6.(b)	DEFINITIONS.—In this section:	definitions
422	57.24 - 57.24	SEC. 6.(b)(1)	ELIGIBLE LAND.—	eligible, land
423	58.1 - 58.2	SEC. 6.(b)(1)(A)	IN GENERAL.—The term ‘‘eligible land’’ means land in the United States—	term, eligible, land, united, states
424	58.3 - 58.5	SEC. 6.(b)(1)(A)(i)	on which farming, ranching, or forestry may physically and legally be conducted; and	farming, ranching, forestry, physically, legally, conducted
425	58.6 - 58.6	SEC. 6.(b)(1)(A)(ii)	that is—	
426	58.7 - 58.12	SEC. 6.(b)(1)(A)(ii)(I)	cropland, grassland, pastureland, rangeland, hayland, or other land on which food, feed, fiber, crops, livestock, or other agricultural products are produced or capable of being produced; or	cropland, grassland, pastureland, rangeland, hayland, land, food, feed, fiber, crops, livestock, agricultural, products, produced, capable
427	58.13 - 58.16	SEC. 6.(b)(1)(A)(ii)(II)	nonindustrial private forest land (as defined in section 5(c) of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2103a(c))).	nonindustrial, private, forest, land, defined, cooperative, forestry, assistance, act, u.s.c, 2103a
428	58.17 - 58.21	SEC. 6.(b)(1)(B)	INCLUSION OF TRIBAL LAND.—The term ‘‘eligible land’’ includes land described in subparagraph (A) that is Indian land (as defined in section 2601 of the Energy Policy Act of 1992 (25 U.S.C. 3501)).	inclusion, tribal, land, term, eligible, described, subparagraph, indian, defined, energy, policy, act, u.s.c
429	58.22 - 58.23	SEC. 6.(b)(2)	ELIGIBLE PRODUCER.—The term ‘‘eligible producer’’ means an individual or legal entity that—	eligible, producer, term, individual, legal, entity
430	58.24 - 58.25	SEC. 6.(b)(2)(A)	is an owner, operator, or tenant of eligible land;	owner, operator, tenant, eligible, land
431	59.1 - 59.1	SEC. 6.(b)(2)(B)	has control over the eligible land;	control, eligible, land
432	59.2 - 59.4	SEC. 6.(b)(2)(C)	is actively engaged in farming, ranching, or forestry on the eligible land, as determined by the Secretary;	actively, engaged, farming, ranching, forestry, eligible, land, determined, secretary
433	59.5 - 59.6	SEC. 6.(b)(2)(D)	bears the risk of loss of the farming, ranching, or forestry on the eligible land; and	bears, risk, loss, farming, ranching, forestry, eligible, land
434	59.7 - 59.10	SEC. 6.(b)(2)(E)	has the ability to enter into an agreement with the Secretary to carry out qualifying practices described in subsection (c)(2) under the program.	ability, agreement, secretary, carry, qualifying, practices, described, subsection, program
435	59.11 - 59.16	SEC. 6.(b)(3)	GREENHOUSE GAS EMISSIONS REDUCTION.—The term ‘‘greenhouse gas emissions reduction’’ means the reduction in greenhouse gas emissions as a result of the adoption of qualifying practices described in subsection (c)(2), as compared to a historical baseline.	greenhouse, gas, emissions, reduction, term, adoption, qualifying, practices, described, subsection, compared, historical, baseline
436	59.17 - 59.19	SEC. 6.(b)(4)	HISTORICALLY UNDERSERVED.—The term ‘‘historically underserved’’, with respect to an eligible producer, means that the eligible producer—	historically, underserved, term, respect, eligible, producer
437	59.20 - 59.20	SEC. 6.(b)(4)(A)	is American Indian or Alaskan Native;	american, indian, alaskan, native
438	59.21 - 59.21	SEC. 6.(b)(4)(B)	is Asian or Asian American;	asian, american
439	59.22 - 59.22	SEC. 6.(b)(4)(C)	is Black or African American;	black, african, american
440	59.23 - 59.23	SEC. 6.(b)(4)(D)	is Native Hawaiian or Pacific Islander;	native, hawaiian, pacific, islander
441	59.24 - 59.24	SEC. 6.(b)(4)(E)	is Hispanic;	hispanic
442	59.25 - 59.25	SEC. 6.(b)(4)(F)	is disabled;	disabled
443	60.1 - 60.1	SEC. 6.(b)(4)(G)	is female;	female
444	60.2 - 60.3	SEC. 6.(b)(4)(H)	is new to farming, ranching, or forestry, as determined by the Secretary;	new, farming, ranching, forestry, determined, secretary
445	60.4 - 60.5	SEC. 6.(b)(4)(I)(i)	has served in the United States Armed Forces; and	served, united, states, armed, forces
446	60.6 - 60.7	SEC. 6.(b)(4)(I)(ii)(I)	has not operated a farm, ranch, or forestry operation;	operated, farm, ranch, forestry, operation
447	60.8 - 60.9	SEC. 6.(b)(4)(I)(ii)(II)	is new to farming, ranching, or forestry, as determined by the Secretary; or	new, farming, ranching, forestry, determined, secretary
448	60.10 - 60.11	SEC. 6.(b)(4)(I)(ii)(III)	first obtained veteran status during the previous 5-year period; or	obtained, veteran, status, period
449	60.12 - 60.15	SEC. 6.(b)(4)(J)	is an owner, operator, or tenant of a limited resource farming, ranching, or forestry operation or has a household income not greater than the national poverty level.	owner, operator, tenant, limited, resource, farming, ranching, forestry, operation, household, income, greater, national, poverty, level
450	60.16 - 60.17	SEC. 6.(b)(5)	PROGRAM.—The term ‘‘program’’ means the program established under subsection (c)(1).	program, term, established, subsection
451	60.18 - 60.19	SEC. 6.(b)(6)	SECRETARY.—The term ‘‘Secretary’’ means the Secretary of Agriculture.	secretary, term, agriculture
452	60.20 - 60.20	SEC. 6.(c)	ESTABLISHMENT OF PROGRAM.—	establishment, program
453	60.21 - 61.2	SEC. 6.(c)(1)	IN GENERAL.—The Secretary, in consultation with the Administrator of the Environmental Protection Agency, shall establish a program to provide payments to eligible producers that will assist with the transition to reducing greenhouse gas emissions through the adoption of qualifying practices described in paragraph (2).	secretary, consultation, administrator, environmental, protection, agency, establish, program, payments, eligible, producers, assist, transition, reducing, greenhouse, gas, emissions, adoption, qualifying, practices, described
454	61.3 - 61.3	SEC. 6.(c)(2)	QUALIFYING PRACTICES.—	qualifying, practices
455	61.4 - 61.5	SEC. 6.(c)(2)(A)	IN GENERAL.—To be eligible for payments under the program, a practice shall be—	eligible, payments, program, practice
456	61.6 - 61.6	SEC. 6.(c)(2)(A)(i)	approved by the Secretary; and	approved, secretary
457	61.7 - 61.9	SEC. 6.(c)(2)(A)(ii)	measurable, reportable, and verifiable for reducing greenhouse gas emissions, as determined by the Secretary.	measurable, reportable, verifiable, reducing, greenhouse, gas, emissions, determined, secretary
458	61.10 - 61.12	SEC. 6.(c)(2)(B)	INCLUDED PRACTICES.—Practices that the Secretary may determine to be qualifying practices under the program include—	included, practices, secretary, determine, qualifying, program
459	61.13 - 61.15	SEC. 6.(c)(2)(B)(i)	improved crop, soil health, water, and land management systems, including—	improved, crop, soil, health, water, land, management, systems
460	61.16 - 61.19	SEC. 6.(c)(2)(B)(i)(I)	diversified soil health-enhancing cropping systems that may include resource-conserving crop rotations, cover crops, and sod crops;	diversified, soil, health, enhancing, cropping, systems, resource, conserving, crop, rotations, cover, crops, sod
461	61.20 - 61.25	SEC. 6.(c)(2)(B)(i)(II)	conservation plantings, such as prairie strips, contour grass strips, filter strips and riparian buffers, field borders, hedgerows, windbreaks, alley cropping, and silvopasture or other agroforestry plantings;	conservation, plantings, prairie, strips, contour, grass, filter, riparian, buffers, field, borders, hedgerows, windbreaks, alley, cropping, silvopasture, agroforestry
462	62.1 - 62.1	SEC. 6.(c)(2)(B)(i)(III)	conservation tillage;	conservation, tillage
463	62.2 - 62.4	SEC. 6.(c)(2)(B)(i)(IV)	fertilizer practice improvements, including biologically based nutrient management;	fertilizer, practice, improvements, biologically, nutrient, management
464	62.5 - 62.7	SEC. 6.(c)(2)(B)(i)(V)	ecologically appropriate reforestation and other sustainable forestry and related stewardship practices;	ecologically, appropriate, reforestation, sustainable, forestry, related, stewardship, practices
465	62.8 - 62.10	SEC. 6.(c)(2)(B)(i)(VI)	application of soil carbon amendments, such as compost or biochar;	application, soil, carbon, amendments, compost, biochar
466	62.11 - 62.13	SEC. 6.(c)(2)(B)(i)(VII)	restoration or avoidance of the conversion of grassland, wetland, and forest land; and	restoration, avoidance, conversion, grassland, wetland, forest, land
467	62.14 - 62.16	SEC. 6.(c)(2)(B)(i)(VIII)	the adoption of organic and other similar advanced agroecological production systems;	adoption, organic, advanced, agroecological, production, systems
468	62.17 - 62.17	SEC. 6.(c)(2)(B)(ii)	livestock management, including—	livestock, management
469	62.18 - 62.19	SEC. 6.(c)(2)(B)(ii)(I)	enteric fermentation reduction, including—	enteric, fermentation, reduction
470	62.20 - 62.21	SEC. 6.(c)(2)(B)(ii)(I)(aa)	improved feed, forage, and grazing; and	improved, feed, forage, grazing
471	62.22 - 62.24	SEC. 6.(c)(2)(B)(ii)(I)(bb)	feed additives approved by the Commissioner of Food and Drugs;	feed, additives, approved, commissioner, food, drugs
472	63.1 - 63.3	SEC. 6.(c)(2)(B)(ii)(II)	improved manure management, including anaerobic digesters; and	improved, manure, management, anaerobic, digesters
